timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [1000 mb],Basel Temperature [850 mb],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20150131T0200,1.3005286,4.05,-4.92,79.0,21.325253,248.1986
20150131T0300,2.0705285,4.92,-4.69,75.0,20.188908,238.86102
20150131T0400,2.3505285,5.38,-4.18,69.0,23.1774,226.88818
20150131T0500,2.5105286,5.62,-3.56,68.0,25.455843,241.26021
20150131T0600,2.9405286,6.01,-3.54,65.0,25.44566,244.88516
20150131T0700,1.5005287,4.0,-3.78,77.0,35.031162,247.65189
20150131T0800,1.9805287,4.83,-4.13,68.0,32.023815,248.91626
20150131T0900,1.6205287,4.63,-4.13,68.0,24.40046,248.35556
20150131T1000,2.4005284,5.13,-4.04,71.0,17.373497,235.98065
20150131T1100,4.1005287,6.32,-3.94,66.0,17.114204,255.37914
20150131T1200,3.0505285,5.06,-4.22,81.0,22.68,270.0
20150131T1300,1.7405287,3.84,-4.13,92.0,21.96,270.0
20150131T1400,4.1305285,5.98,-4.13,77.0,16.923828,268.78113
20150131T1500,5.1405287,7.02,-3.67,72.0,13.202726,244.13365
20150131T1600,5.2305284,7.26,-3.65,72.0,19.05281,247.79654
20150131T1700,4.2105284,6.06,-4.06,80.0,22.91026,261.8699
20150131T1800,3.5605285,5.81,-3.38,84.0,15.827721,252.80145
20150131T1900,2.2505286,4.2,-4.1,90.0,24.48,270.0
20150131T2000,2.7005286,4.96,-4.19,87.0,20.929596,266.0548
20150131T2100,2.0305285,4.66,-4.41,90.0,20.880001,270.0
20150131T2200,1.6605287,4.5,-4.88,84.0,19.469976,273.17984
20150131T2300,1.1805286,4.24,-5.02,83.0,15.379206,249.44395
20150201T0000,0.53052866,3.97,-4.9,80.0,16.548256,225.88141
20150201T0100,0.67052865,3.83,-4.48,78.0,16.299694,226.78992
20150201T0200,2.1205285,4.92,-4.6,72.0,17.610588,229.14462
20150201T0300,1.0905286,3.51,-5.13,91.0,30.070238,238.21275
20150201T0400,1.0205287,3.34,-5.44,89.0,31.667723,261.50146
20150201T0500,0.43052867,3.19,-5.57,90.0,31.394394,266.0548
20150201T0600,0.43052867,3.28,-5.74,91.0,31.810638,264.80557
20150201T0700,0.90052867,3.32,-5.12,86.0,28.174456,259.69516
20150201T0800,0.61052865,2.89,-4.77,90.0,34.862427,253.81079
20150201T0900,1.1305287,3.53,-4.84,87.0,46.608532,265.1261
20150201T1000,1.6905286,3.73,-5.1,86.0,43.29589,273.8141
20150201T1100,2.1005285,3.86,-5.12,83.0,44.25072,277.0094
20150201T1200,1.5605286,3.21,-6.23,85.0,42.626186,285.67953
20150201T1300,1.5705286,3.26,-5.84,86.0,40.998924,286.8438
20150201T1400,2.7805285,3.84,-6.14,77.0,25.140787,299.1343
20150201T1500,2.8505285,3.93,-6.58,71.0,35.008957,300.25644
20150201T1600,3.6205285,4.67,-6.28,69.0,35.90808,295.53745
20150201T1700,3.5605285,4.74,-5.7,65.0,36.55906,295.051
20150201T1800,2.8005285,4.47,-5.5,73.0,30.0767,281.04095
20150201T1900,1.2805287,4.19,-5.83,84.0,22.751316,265.46222
20150201T2000,0.45052865,3.66,-5.98,85.0,23.933907,248.83875
20150201T2100,0.46052867,3.45,-5.72,82.0,25.284714,241.9755
20150201T2200,1.2805287,3.52,-5.04,78.0,26.867676,234.8193
20150201T2300,1.9505286,4.23,-4.67,75.0,35.572662,234.05789
20150202T0000,1.4105287,3.18,-5.02,89.0,37.163788,231.68692
20150202T0100,1.5205287,3.34,-4.24,87.0,45.10212,253.30075
20150202T0200,0.53052866,2.26,-5.48,90.0,41.741375,284.9951
20150202T0300,0.14052865,1.68,-5.78,86.0,38.706276,288.43497
20150202T0400,-0.12947133,1.71,-6.59,86.0,31.534437,288.64178
20150202T0500,0.17052865,1.64,-6.69,85.0,30.574575,282.2361
20150202T0600,0.24052864,1.66,-6.58,95.0,31.550869,286.574
20150202T0700,0.23052865,1.56,-7.26,93.0,23.4,292.61987
20150202T0800,0.31052867,1.74,-7.12,90.0,23.441502,280.61966
20150202T0900,-0.26947135,1.33,-6.95,91.0,23.759998,270.0
20150202T1000,0.9505287,1.96,-6.91,88.0,26.642431,270.77423
20150202T1100,2.4305286,3.18,-6.98,78.0,27.952787,277.3996
20150202T1200,2.8105285,3.6,-6.68,75.0,32.078403,279.0395
20150202T1300,3.0505285,3.59,-6.54,73.0,34.428497,276.60486
20150202T1400,2.7005286,3.35,-7.0,76.0,26.28,270.0
20150202T1500,2.4405286,3.01,-6.89,83.0,25.922499,269.20428
20150202T1600,2.7905285,3.57,-6.88,78.0,26.302181,272.3533
20150202T1700,2.8905284,4.02,-6.81,71.0,25.364037,276.5198
20150202T1800,2.5905285,3.8,-6.94,72.0,24.031178,278.61566
20150202T1900,1.3105286,2.36,-7.01,92.0,16.946787,282.26477
20150202T2000,0.8205287,2.21,-6.72,95.0,12.758432,286.38956
20150202T2100,0.74052864,2.22,-6.82,95.0,10.308831,282.09476
20150202T2200,1.2205287,2.37,-7.2,87.0,13.679999,270.0
20150202T2300,0.62052864,2.46,-7.33,88.0,10.105681,265.91437
20150203T0000,0.28052866,2.4,-7.24,87.0,8.209263,232.12502
20150203T0100,0.040528655,2.37,-7.1,92.0,7.628263,199.29004
20150203T0200,0.20052865,2.19,-6.86,89.0,7.42159,165.96376
20150203T0300,0.20052865,2.17,-6.66,86.0,9.339208,117.55281
20150203T0400,-0.18947133,1.64,-6.52,90.0,12.9249525,102.87499
20150203T0500,-0.22947133,1.85,-6.44,93.0,13.979871,101.88866
20150203T0600,-0.17947134,1.9,-6.45,93.0,16.62249,107.650116
20150203T0700,-0.059471346,1.71,-6.49,89.0,19.93048,106.79836
20150203T0800,0.010528658,1.73,-6.58,89.0,19.721298,111.412964
20150203T0900,-0.039471343,1.54,-6.57,84.0,17.727943,113.96249
20150203T1000,0.49052867,1.63,-6.44,77.0,18.204042,114.53772
20150203T1100,1.1905286,2.08,-6.19,78.0,17.76081,107.700424
20150203T1200,1.9405286,2.72,-6.16,77.0,13.138765,99.46232
20150203T1300,3.1105285,3.75,-6.33,67.0,5.904439,37.568573
20150203T1400,3.1805286,3.67,-6.58,70.0,7.2805495,8.530762
20150203T1500,3.7705286,4.27,-6.4,68.0,8.557102,22.249008
20150203T1600,4.2605286,4.89,-6.23,64.0,8.942214,49.89908
20150203T1700,4.4205284,5.31,-6.05,58.0,11.620809,73.8108
20150203T1800,3.7505286,5.11,-5.95,60.0,13.708391,76.32868
20150203T1900,2.1305285,3.88,-5.85,67.0,14.408997,77.00538
20150203T2000,0.65052867,2.65,-5.99,73.0,11.966953,83.08877
20150203T2100,-0.039471343,1.96,-5.83,72.0,9.746631,85.7636
20150203T2200,-0.44947132,1.4,-5.77,74.0,7.172949,72.47443
20150203T2300,-0.83947134,0.76,-5.76,76.0,4.6102495,51.34018
20150204T0000,-1.3594713,0.27,-5.78,80.0,2.9024127,29.744873
20150204T0100,-1.5894713,-0.17,-5.79,81.0,3.219938,26.565033
20150204T0200,-1.6594714,-0.4,-5.75,82.0,3.4152596,18.434952
20150204T0300,-1.8194714,-0.61,-6.0,83.0,3.2599385,353.65985
20150204T0400,-1.7694713,-0.56,-6.32,83.0,5.04,360.0
20150204T0500,-1.2994714,0.06,-6.63,79.0,5.1544156,12.094757
20150204T0600,-1.1094713,0.5,-6.88,78.0,5.6920996,18.434952
20150204T0700,-1.2094713,0.38,-7.28,79.0,6.489992,33.690063
20150204T0800,-1.2194713,0.25,-7.28,78.0,7.42159,50.906143
20150204T0900,-1.3394713,0.06,-7.19,77.0,7.7043357,52.594643
20150204T1000,-0.6694713,0.14,-7.27,74.0,11.592895,64.23067
20150204T1100,0.23052865,0.73,-7.55,70.0,15.077082,56.68936
20150204T1200,1.0305287,1.42,-8.07,67.0,16.78156,54.605194
20150204T1300,1.8605287,2.26,-8.43,65.0,20.08916,53.746155
20150204T1400,2.4605286,2.8,-8.38,62.0,23.132626,69.0265
20150204T1500,2.5205286,2.92,-8.44,60.0,24.94413,69.73431
20150204T1600,2.2705286,2.8,-8.61,59.0,25.620771,70.292015
20150204T1700,2.1505284,2.86,-8.56,59.0,23.83624,64.98311
20150204T1800,1.5005287,2.53,-8.67,60.0,20.316889,60.25511
20150204T1900,0.28052866,1.72,-8.57,66.0,14.336861,51.115494
20150204T2000,-0.46947134,1.01,-8.56,71.0,10.691453,44.999985
20150204T2100,-1.0594714,0.62,-8.74,76.0,11.019764,38.367477
20150204T2200,-0.8594713,0.41,-8.9,73.0,12.181624,34.159683
20150204T2300,-0.9194713,0.25,-9.14,71.0,14.186923,35.70668
20150205T0000,-0.8594713,-0.06,-9.05,70.0,14.84318,39.09384
20150205T0100,-0.83947134,-0.11,-9.14,70.0,13.783817,40.763596
20150205T0200,-1.0894713,-0.29,-9.44,72.0,13.392774,36.25383
20150205T0300,-1.3494713,-0.57,-9.43,71.0,13.608762,37.476166
20150205T0400,-1.7694713,-1.01,-9.8,70.0,14.291592,40.914368
20150205T0500,-1.9094714,-1.32,-9.87,69.0,14.264361,42.954575
20150205T0600,-1.7094713,-1.09,-10.05,69.0,15.281989,43.09085
20150205T0700,-1.8494713,-1.1,-9.95,69.0,16.595179,40.601288
20150205T0800,-1.5394714,-0.73,-10.05,69.0,19.171478,34.286865
20150205T0900,-1.3194714,-0.42,-9.83,71.0,22.59699,30.650665
20150205T1000,-0.09947134,0.59,-10.1,66.0,24.014996,40.135483
20150205T1100,0.79052866,1.36,-10.05,59.0,29.09103,49.01416
20150205T1200,1.2605287,1.59,-9.71,57.0,33.05145,57.00229
20150205T1300,1.3205286,1.8,-9.76,56.0,35.008957,59.74356
20150205T1400,1.4305286,1.7,-9.92,62.0,34.292717,63.165947
20150205T1500,1.5305287,2.01,-9.56,61.0,34.477398,61.294044
20150205T1600,1.4005287,2.08,-9.18,63.0,32.169178,58.26647
20150205T1700,1.6905286,2.5,-8.96,61.0,32.417995,60.018356
20150205T1800,1.4305286,2.41,-8.66,63.0,31.65135,56.12919
20150205T1900,0.9505287,2.09,-8.42,64.0,27.504093,52.98011
20150205T2000,0.78052866,1.93,-8.31,66.0,25.35637,51.34018
20150205T2100,0.5205287,1.78,-7.97,67.0,23.199759,48.144943
20150205T2200,0.16052866,1.47,-7.14,67.0,19.8,53.130096
20150205T2300,-0.069471344,1.11,-6.76,68.0,16.704155,52.88314
20150206T0000,-0.31947133,0.78,-6.75,68.0,15.546833,47.81555
20150206T0100,-0.48947132,0.52,-6.56,68.0,13.783817,40.763596
20150206T0200,-0.8694713,0.19,-6.34,70.0,11.681987,33.690063
20150206T0300,-1.1794714,-0.04,-6.46,72.0,10.630672,28.30075
20150206T0400,-1.1394713,-0.08,-6.8,70.0,12.229406,42.614044
20150206T0500,-1.2594713,-0.15,-6.32,70.0,10.587917,17.818878
20150206T0600,-0.81947136,0.0,-7.18,67.0,11.720751,47.489548
20150206T0700,-1.3594713,-0.64,-7.05,65.0,15.778516,55.222168
20150206T0800,-1.6894714,-0.92,-6.69,66.0,14.689588,53.97262
20150206T0900,-1.7294713,-0.89,-6.25,65.0,17.429354,51.70984
20150206T1000,-0.9194713,-0.45,-6.18,62.0,18.723461,52.028397
20150206T1100,-0.069471344,0.03,-7.16,62.0,24.640942,64.93253
20150206T1200,0.5105286,0.51,-7.85,61.0,30.7542,64.33481
20150206T1300,1.1305287,1.12,-8.7,60.0,32.058197,65.44955
20150206T1400,1.8105286,1.36,-5.8,57.0,33.81126,71.37213
20150206T1500,2.0705285,1.5,-7.47,57.0,34.94968,71.37842
20150206T1600,2.1205285,1.71,-7.87,58.0,35.97479,71.92768
20150206T1700,2.1705287,2.05,-8.21,60.0,31.731092,65.17946
20150206T1800,1.5205287,1.8,-8.53,64.0,29.47826,61.55706
20150206T1900,0.28052866,0.96,-8.5,67.0,26.980793,58.642914
20150206T2000,-0.039471343,0.55,-8.35,66.0,25.49908,59.45243
20150206T2100,-0.30947134,0.18,-7.81,65.0,25.759504,63.43495
20150206T2200,-0.5494713,-0.13,-6.47,66.0,24.40046,68.35556
20150206T2300,-0.82947135,-0.49,-5.59,66.0,22.930048,67.86451
20150207T0000,-0.8694713,-0.59,-5.52,64.0,19.826164,60.64225
20150207T0100,-1.2794713,-0.98,-5.84,64.0,14.113652,37.746796
20150207T0200,-1.8394713,-1.61,-5.63,66.0,11.923557,28.886566
20150207T0300,-1.6494713,-1.52,-4.29,62.0,14.186923,54.293304
20150207T0400,-1.9994713,-2.05,-2.85,60.0,20.948164,70.94228
20150207T0500,-2.5394714,-2.56,-2.82,60.0,18.455048,69.443954
20150207T0600,-2.8694715,-2.9,-3.08,60.0,13.281023,57.171448
20150207T0700,-3.1794715,-3.15,-3.24,59.0,10.44,46.397186
20150207T0800,-3.4394715,-3.32,-3.41,59.0,9.178235,41.82016
20150207T0900,-3.6894715,-3.57,-3.35,60.0,8.913181,43.36342
20150207T1000,-2.8894715,-3.28,-2.3,56.0,14.685176,78.69006
20150207T1100,-1.5794713,-2.15,-1.35,54.0,25.210283,88.36342
20150207T1200,-0.16947135,-0.88,-0.97,50.0,29.268686,85.060776
20150207T1300,1.0705286,0.38,-0.83,47.0,25.772078,77.905235
20150207T1400,1.1005287,0.39,-1.05,59.0,20.833395,80.04937
20150207T1500,2.0205286,1.48,-1.22,58.0,19.839235,78.48617
20150207T1600,2.5605285,2.3,-1.67,59.0,17.377226,76.827446
20150207T1700,2.5905285,2.73,-2.18,59.0,14.618837,80.07375
20150207T1800,1.8705287,2.5,-2.26,63.0,10.823973,86.18592
20150207T1900,1.0405287,1.76,-2.05,65.0,8.64,89.99999
20150207T2000,0.050528657,0.57,-1.58,69.0,6.9899354,78.11134
20150207T2100,-1.1994714,-0.57,-1.78,76.0,6.3690495,42.70938
20150207T2200,-2.3094714,-1.59,-2.46,75.0,3.8773184,21.801407
20150207T2300,-2.5294714,-2.23,-2.62,76.0,0.71999997,360.0
20150208T0000,-2.5894713,-2.52,-3.0,78.0,0.35999998,360.0
20150208T0100,-2.5094714,-2.53,-3.38,77.0,2.16,89.99999
20150208T0200,-2.2994714,-2.32,-2.89,79.0,2.9024127,119.74488
20150208T0300,-2.3294713,-2.42,-3.8,80.0,2.2768397,71.56504
20150208T0400,-2.6194715,-2.74,-4.83,82.0,1.484318,345.96375
20150208T0500,-2.7394714,-2.95,-6.17,84.0,3.96,270.0
20150208T0600,-2.0894713,-2.55,-6.79,77.0,4.802999,257.00537
20150208T0700,-2.0794713,-2.23,-6.91,77.0,3.6,270.0
20150208T0800,-2.0194714,-2.15,-7.15,80.0,3.96,270.0
20150208T0900,-2.1094716,-2.36,-7.37,84.0,4.1046314,307.875
20150208T1000,-2.0294714,-2.82,-7.54,88.0,4.802999,347.00537
20150208T1100,-1.1194713,-2.13,-7.9,89.0,4.2136917,340.0169
20150208T1200,0.37052867,-0.38,-7.96,85.0,9.9571085,347.4712
20150208T1300,2.6005285,1.91,-8.26,74.0,19.9954,13.535843
20150208T1400,3.0205286,1.96,-7.77,72.0,32.736256,8.2191925
20150208T1500,3.1905286,1.97,-7.81,68.0,39.523014,20.250626
20150208T1600,3.3205285,2.22,-8.14,61.0,35.945957,29.389008
20150208T1700,2.9205287,2.03,-8.12,61.0,33.00436,26.565033
20150208T1800,2.1305285,1.58,-8.42,67.0,27.381308,24.880356
20150208T1900,0.87052864,1.35,-8.56,79.0,19.483284,27.511993
20150208T2000,0.31052867,1.33,-8.69,81.0,15.778516,34.777817
20150208T2100,0.33052868,1.25,-9.01,83.0,14.8257065,29.05458
20150208T2200,0.35052866,1.17,-8.98,81.0,14.480773,34.87532
20150208T2300,0.12052866,0.97,-9.34,78.0,11.631956,68.19859
20150209T0000,-0.5494713,0.19,-9.35,76.0,8.707238,97.125015
20150209T0100,-0.9194713,-0.29,-9.27,75.0,8.28,89.99999
20150209T0200,-1.3294713,-1.03,-9.22,77.0,7.9526596,95.19443
20150209T0300,-0.42947134,-1.69,-9.31,73.0,3.563818,135.0
20150209T0400,-0.6094713,-0.99,-9.35,72.0,7.145796,220.91438
20150209T0500,-0.42947134,-0.08,-9.57,77.0,9.028754,246.50143
20150209T0600,-0.08947134,0.24,-9.31,76.0,7.628263,250.70996
20150209T0700,-0.13947135,0.31,-9.0,78.0,5.771239,266.42368
20150209T0800,0.21052867,0.62,-8.65,80.0,6.638072,257.4712
20150209T0900,-0.30947134,0.63,-7.93,83.0,9.693296,248.1986
20150209T1000,1.0105287,0.7,-7.36,69.0,13.708391,256.3287
20150209T1100,1.9505286,1.22,-6.68,61.0,18.014393,267.7094
20150209T1200,2.6405284,1.74,-6.25,65.0,19.959719,277.2532
20150209T1300,3.3505285,2.45,-6.06,64.0,18.59845,284.57422
20150209T1400,4.5005283,3.75,-5.02,52.0,12.6462,265.10092
20150209T1500,5.5005283,4.58,-4.71,57.0,14.154915,277.30576
20150209T1600,5.6305285,4.81,-4.28,64.0,15.893093,283.0919
20150209T1700,5.3205285,4.68,-4.02,67.0,16.516901,290.40988
20150209T1800,4.6605287,4.36,-4.06,70.0,14.84318,292.83368
20150209T1900,4.0605288,4.01,-4.13,74.0,11.503113,290.1363
20150209T2000,2.7505286,3.33,-4.1,82.0,9.339208,297.55283
20150209T2100,1.9805287,3.04,-4.14,88.0,5.3517847,317.72632
20150209T2200,2.3205285,2.51,-4.22,87.0,3.219938,333.43497
20150209T2300,2.4105287,2.31,-4.16,87.0,3.2399998,360.0
20150210T0000,2.2905285,2.26,-4.08,87.0,3.4152596,18.434952
20150210T0100,1.7605287,2.21,-4.2,87.0,2.3051248,38.659805
20150210T0200,1.5005287,2.06,-4.6,89.0,0.35999998,89.99999
20150210T0300,1.0205287,1.74,-4.54,91.0,0.35999998,180.0
20150210T0400,0.22052866,1.24,-4.38,93.0,0.35999998,270.0
20150210T0500,-0.46947134,0.77,-4.15,96.0,1.08,89.99999
20150210T0600,-0.31947133,0.55,-3.35,96.0,5.04,89.99999
20150210T0700,-0.59947133,0.25,-2.99,96.0,6.130579,93.366455
20150210T0800,-1.4494714,0.22,-2.68,95.0,5.4119864,93.81408
20150210T0900,-1.8094714,-0.28,-2.24,95.0,4.3349743,94.76365
20150210T1000,0.020528657,-0.01,-1.33,92.0,5.506941,101.30993
20150210T1100,2.4205287,1.85,-0.21,84.0,10.464798,86.05482
20150210T1200,4.2205286,3.62,0.88,72.0,16.93531,87.56335
20150210T1300,5.4605284,4.64,1.58,67.0,17.81909,81.869896
20150210T1400,5.9405284,5.13,2.94,70.0,20.316889,82.874985
20150210T1500,6.3905287,5.54,3.85,69.0,19.245697,82.47618
20150210T1600,6.4505286,5.69,4.41,68.0,18.374111,87.75425
20150210T1700,6.1905284,5.67,4.87,69.0,16.919998,89.99999
20150210T1800,5.5505285,5.47,5.11,70.0,12.599999,89.99999
20150210T1900,4.1905284,4.54,5.17,77.0,11.013882,101.30993
20150210T2000,2.8505285,3.59,5.13,81.0,11.113451,114.90476
20150210T2100,1.7705287,2.64,5.35,84.0,9.693296,121.32869
20150210T2200,1.1205287,1.78,5.52,86.0,8.287822,124.38034
20150210T2300,0.72052866,1.35,5.52,86.0,6.9247384,117.89726
20150211T0000,0.81052864,1.26,5.81,86.0,6.9153743,128.6598
20150211T0100,1.0805286,1.59,6.26,87.0,7.2,126.869896
20150211T0200,1.0205287,1.55,6.76,87.0,8.707237,119.74488
20150211T0300,0.9505287,1.36,7.06,88.0,10.630672,118.30075
20150211T0400,0.92052865,0.74,6.98,89.0,13.979872,124.508514
20150211T0500,0.54052866,0.47,6.85,90.0,18.671474,123.99645
20150211T0600,0.50052863,0.64,6.75,87.0,21.470612,124.75591
20150211T0700,0.17052865,0.77,6.57,87.0,20.304129,127.073074
20150211T0800,-0.20947134,0.63,6.4,86.0,19.453327,128.991
20150211T0900,-0.50947136,0.45,5.91,86.0,18.79255,126.430855
20150211T1000,0.7105287,0.68,5.43,81.0,19.576189,122.22875
20150211T1100,2.2105286,1.72,4.83,74.0,18.193361,117.072075
20150211T1200,3.7905285,3.27,4.69,72.0,13.779114,109.85521
20150211T1300,5.5005283,4.83,4.85,65.0,11.013882,101.30993
20150211T1400,7.290529,6.59,5.74,67.0,13.708391,103.6713
20150211T1500,8.400529,7.8,6.03,66.0,11.901798,93.46823
20150211T1600,9.030529,8.62,6.08,66.0,12.245294,88.315315
20150211T1700,9.160529,9.03,6.09,66.0,12.287555,84.95755
20150211T1800,8.320529,8.71,6.22,72.0,10.538843,82.14668
20150211T1900,6.8905287,8.69,6.2,74.0,10.1376915,83.8845
20150211T2000,4.9405284,8.44,6.28,83.0,8.311245,94.96974
20150211T2100,3.0905285,7.44,6.05,95.0,8.089993,110.854454
20150211T2200,2.4305286,6.82,5.88,96.0,7.7879906,123.69006
20150211T2300,1.9205287,7.23,5.71,85.0,7.42159,129.09386
20150212T0000,2.0205286,6.68,5.68,76.0,8.373386,115.46334
20150212T0100,1.7805287,6.47,5.58,77.0,8.891344,111.37062
20150212T0200,1.3405286,6.19,5.53,76.0,8.049845,116.56505
20150212T0300,1.2205287,5.95,5.46,75.0,7.754637,111.80141
20150212T0400,0.7705287,5.79,5.43,80.0,8.311245,107.650116
20150212T0500,0.39052868,5.73,5.37,86.0,8.427383,109.9831
20150212T0600,0.62052864,5.81,5.35,84.0,7.5170207,106.69924
20150212T0700,0.35052866,5.58,5.33,88.0,8.12197,102.80426
20150212T0800,-0.039471343,5.35,5.34,90.0,9.0,106.2602
20150212T0900,-0.19947135,5.21,5.36,90.0,9.0,106.2602
20150212T1000,0.93052864,5.3,5.4,87.0,7.628263,109.29004
20150212T1100,3.0805285,5.59,5.4,85.0,8.311245,107.650116
20150212T1200,5.0305285,6.2,5.32,73.0,7.342588,101.30993
20150212T1300,6.4405284,7.35,5.21,74.0,5.4477882,97.59464
20150212T1400,8.820529,8.53,4.84,67.0,6.489992,93.179825
20150212T1500,10.060529,9.82,4.72,62.0,5.4119864,86.18592
20150212T1600,10.830529,10.78,4.66,61.0,5.0911684,81.869896
20150212T1700,11.130529,11.45,4.62,60.0,5.0911684,81.869896
20150212T1800,11.070529,11.67,4.56,55.0,5.5887027,75.06858
20150212T1900,10.010529,11.44,4.41,63.0,6.8399997,89.99999
20150212T2000,8.660529,10.8,4.24,67.0,6.725354,105.5241
20150212T2100,7.6105285,10.13,4.18,70.0,5.495161,121.6075
20150212T2200,7.0905285,9.5,4.06,73.0,5.0911684,135.0
20150212T2300,6.7505283,9.11,3.9,68.0,4.1046314,142.12502
20150213T0000,6.1905284,9.07,3.73,59.0,5.3517847,132.27368
20150213T0100,5.8505287,8.75,3.65,53.0,5.1165614,129.2894
20150213T0200,5.5905285,8.35,3.64,47.0,5.1919937,123.69006
20150213T0300,5.1405287,8.11,3.3,49.0,6.297428,120.963745
20150213T0400,4.5305285,8.3,2.67,57.0,7.0911775,113.96249
20150213T0500,4.1605287,8.33,2.33,61.0,7.0911775,113.96249
20150213T0600,4.0905285,8.13,2.11,59.0,6.439876,116.56505
20150213T0700,3.8705285,8.05,1.79,58.0,6.9527545,111.2505
20150213T0800,3.7205286,7.91,1.52,56.0,8.654986,106.92751
20150213T0900,3.6605287,7.85,1.57,53.0,8.766573,109.17901
20150213T1000,3.6205285,8.1,1.47,59.0,8.654986,106.92751
20150213T1100,4.6405287,8.55,1.47,66.0,10.365251,110.323135
20150213T1200,7.2005286,8.75,1.96,71.0,9.107359,108.434944
20150213T1300,9.520529,9.53,1.81,63.0,7.628263,109.29004
20150213T1400,10.220529,10.16,2.59,53.0,6.638072,102.52881
20150213T1500,11.360529,11.37,2.03,47.0,5.95906,115.01689
20150213T1600,11.890529,12.04,1.34,48.0,5.506941,101.30993
20150213T1700,11.990529,12.35,1.67,50.0,3.9763298,95.19443
20150213T1800,11.610529,12.43,1.62,62.0,2.5455842,135.0
20150213T1900,10.420529,11.86,2.08,57.0,8.557102,157.75098
20150213T2000,7.5605288,10.18,2.73,69.0,10.464798,176.05481
20150213T2100,7.1105285,9.88,2.95,71.0,9.0,143.1301
20150213T2200,5.8805285,10.27,2.57,81.0,9.957108,130.60129
20150213T2300,5.7105284,9.98,2.45,82.0,10.296251,143.53076
20150214T0000,7.0505285,9.0,2.64,66.0,12.594856,149.03624
20150214T0100,8.110529,9.67,3.05,69.0,10.594036,170.21759
20150214T0200,7.3205285,8.81,3.02,70.0,8.905908,194.03624
20150214T0300,6.5705285,8.27,2.54,72.0,10.495713,202.16635
20150214T0400,6.9605284,8.66,1.83,70.0,14.654254,207.8241
20150214T0500,7.0205283,8.54,0.84,71.0,17.906157,210.17352
20150214T0600,7.040529,8.45,1.49,71.0,17.25373,203.35556
20150214T0700,6.8505287,8.38,1.69,71.0,16.516901,200.40988
20150214T0800,7.2705283,8.96,1.48,71.0,14.458382,198.8861
20150214T0900,7.1705284,8.78,1.01,72.0,6.830519,161.56505
20150214T1000,7.1605287,8.28,1.31,77.0,14.512064,119.74488
20150214T1100,7.7605286,8.94,-0.71,72.0,10.739832,219.55966
20150214T1200,7.3205285,7.81,-0.72,73.0,14.618837,189.92624
20150214T1300,9.250529,9.44,-0.2,64.0,15.893093,166.90811
20150214T1400,8.560529,9.0,-0.33,73.0,7.5942073,185.44034
20150214T1500,9.260529,10.16,-0.36,68.0,7.2,180.0
20150214T1600,10.260529,10.74,0.21,64.0,4.072935,135.0
20150214T1700,10.290529,11.23,0.22,64.0,5.3517847,160.34618
20150214T1800,10.220529,11.36,0.57,65.0,7.289445,122.90524
20150214T1900,9.460529,11.26,0.43,71.0,7.729527,117.75854
20150214T2000,9.140529,10.96,0.74,72.0,7.9526596,95.19443
20150214T2100,8.380529,10.54,0.46,71.0,4.452954,104.03624
20150214T2200,6.8605285,9.77,-0.08,77.0,4.829907,206.56505
20150214T2300,6.0205283,8.92,-0.11,81.0,6.9153743,218.65982
20150215T0000,6.6705284,8.2,-0.2,75.0,9.360001,202.61987
20150215T0100,6.3305287,8.01,-0.49,77.0,6.151683,200.55605
20150215T0200,6.2305284,7.85,-0.72,78.0,4.452954,194.03624
20150215T0300,6.0805287,7.92,-0.61,78.0,4.3349743,175.23636
20150215T0400,5.5805287,7.46,-0.87,83.0,5.0528407,175.91438
20150215T0500,5.2605286,6.73,-0.75,88.0,3.96,180.0
20150215T0600,5.1105285,6.8,-1.09,90.0,3.5455887,156.0375
20150215T0700,5.0805287,6.77,-0.87,90.0,4.1046314,127.874985
20150215T0800,5.0905285,6.8,-1.07,91.0,3.2399998,180.0
20150215T0900,5.1205287,6.87,-0.62,92.0,3.096837,144.46231
20150215T1000,5.7405286,6.99,-0.46,89.0,6.638072,102.52881
20150215T1100,6.9505286,7.54,0.43,77.0,10.446206,91.97493
20150215T1200,8.190529,8.48,0.12,74.0,8.311245,94.96974
20150215T1300,9.140529,9.32,0.03,71.0,5.4119864,93.81408
20150215T1400,9.010529,9.09,-0.3,63.0,11.165805,91.8476
20150215T1500,9.660529,9.75,-0.24,62.0,9.255571,76.504265
20150215T1600,9.980529,10.23,-0.15,60.0,8.587338,56.976128
20150215T1700,10.130529,10.59,-0.21,58.0,7.386582,46.97493
20150215T1800,9.990529,10.78,-0.1,61.0,7.2805495,8.530762
20150215T1900,8.820529,10.16,-0.19,72.0,8.473393,347.73523
20150215T2000,7.2005286,9.03,-0.15,81.0,8.12197,347.19574
20150215T2100,6.0305285,8.04,0.02,85.0,7.172949,342.47443
20150215T2200,5.2405286,7.01,0.21,87.0,6.0347,342.646
20150215T2300,4.4005284,6.06,0.63,91.0,4.802999,347.00537
20150216T0000,3.5805285,5.13,1.17,93.0,3.6,270.0
20150216T0100,3.1505284,4.41,1.47,93.0,5.6920996,251.56506
20150216T0200,3.4705286,4.4,1.33,91.0,6.0347,252.64598
