location,Hyderabad,Hyderabad,Hyderabad,Hyderabad,Hyderabad,Hyderabad
lat,17.39359,17.39359,17.39359,17.39359,17.39359,17.39359
lon,78.46420,78.46420,78.46420,78.46420,78.46420,78.46420
asl,521.600,521.600,521.600,521.600,521.600,521.600
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Hyderabad Temperature [2 m elevation corrected],Hyderabad Precipitation Total,Hyderabad Relative Humidity [2 m],Hyderabad Mean Sea Level Pressure [MSL],Hyderabad Wind Speed [10 m],Hyderabad Wind Gust
20191001T1400,27.7429,0.0,66.0,1010.9,7.172949,10.799999
20191001T1500,27.0629,0.0,68.0,1010.2,6.792466,9.72
20191001T1600,27.4729,0.0,67.0,1010.4,5.6233797,9.36
20191001T1700,26.3029,0.0,76.0,1010.5,0.0,2.16
20191001T1800,25.9429,0.0,79.0,1011.1,3.2399998,2.16
20191001T1900,25.5229,0.0,82.0,1012.0,3.9763298,3.6
20191001T2000,25.1829,0.0,84.0,1012.5,4.0249224,5.3999996
20191001T2100,24.8729,0.0,86.0,1013.1,5.3517847,8.64
20191001T2200,24.5529,0.0,88.0,1013.1,5.495161,12.24
20191001T2300,24.2429,0.0,90.0,1013.0,6.9247384,10.799999
20191002T0000,23.9729,0.0,91.0,1012.9,7.4128532,13.679999
20191002T0100,23.6729,0.0,91.0,1012.3,7.0911775,12.24
20191002T0200,23.4429,0.0,91.0,1011.7,7.69592,13.679999
20191002T0300,23.2629,0.0,90.0,1011.1,7.6367526,16.56
20191002T0400,23.1729,0.0,90.0,1011.3,7.4128532,20.16
20191002T0500,23.0229,0.0,91.0,1011.9,7.8954163,19.44
20191002T0600,23.1429,0.0,90.0,1012.6,9.422101,16.56
20191002T0700,24.3629,0.0,85.0,1013.4,12.496718,18.0
20191002T0800,25.7829,0.0,80.0,1013.7,14.904173,18.0
20191002T0900,27.2129,0.7,76.0,1013.6,13.039754,17.28
20191002T1000,26.1329,3.0,78.0,1013.8,12.015589,15.84
20191002T1100,25.6629,1.7,79.0,1013.6,9.9571085,14.759999
20191002T1200,25.6629,1.7,78.0,1013.5,9.346143,12.24
20191002T1300,25.5129,1.8,79.0,1012.7,8.0899935,10.440001
20191002T1400,25.9429,0.5,78.0,1011.8,7.928177,10.440001
20191002T1500,26.3029,0.0,76.0,1010.8,7.42159,10.08
20191002T1600,26.2729,0.0,76.0,1011.0,5.3517847,9.36
20191002T1700,28.1929,0.0,67.0,1010.7,1.835647,5.3999996
20191002T1800,27.7229,0.0,64.0,1011.1,1.08,2.16
20191002T1900,27.5029,0.0,65.0,1011.7,1.5273507,2.16
20191002T2000,27.1229,0.0,67.0,1012.1,2.3051248,2.8799999
20191002T2100,26.7329,0.0,70.0,1012.6,2.5455842,3.2399998
20191002T2200,26.2329,0.0,73.0,1012.6,3.219938,4.32
20191002T2300,25.7129,0.0,76.0,1012.3,3.5455887,5.04
20191003T0000,25.2129,0.0,79.0,1012.2,3.7585104,5.3999996
20191003T0100,24.6629,0.0,81.0,1011.5,4.2136917,6.12
20191003T0200,24.2529,0.0,82.0,1011.0,4.5536795,5.04
20191003T0300,23.8429,0.0,84.0,1010.4,4.896529,5.7599998
20191003T0400,23.5929,0.2,87.0,1010.7,4.452954,5.7599998
20191003T0500,23.5529,0.1,86.0,1011.4,5.154415,5.7599998
20191003T0600,23.2929,0.1,89.0,1011.9,5.00128,6.8399997
20191003T0700,23.9429,0.2,88.0,1012.9,3.8939953,7.2
20191003T0800,26.1129,0.0,77.0,1013.1,6.379216,9.72
20191003T0900,26.1229,1.2,76.0,1013.5,6.830519,8.64
20191003T1000,26.3429,0.6,73.0,1013.0,6.162207,9.72
20191003T1100,26.5929,0.5,71.0,1012.6,5.3999996,8.28
20191003T1200,26.6829,0.7,71.0,1012.4,3.2399998,7.5599995
20191003T1300,26.6229,0.8,71.0,1011.6,2.0991426,7.2
20191003T1400,26.5029,0.7,71.0,1011.0,2.0364676,7.5599995
20191003T1500,26.3829,0.8,72.0,1010.5,1.8,7.2
20191003T1600,26.2429,0.8,72.0,1010.7,0.35999998,3.6
20191003T1700,27.6529,0.2,64.0,1010.5,2.5455842,5.7599998
20191003T1800,27.0329,0.2,74.0,1011.0,2.4149535,5.3999996
20191003T1900,26.9829,0.0,68.0,1011.9,3.5455887,5.04
20191003T2000,26.3429,0.0,72.0,1012.4,5.1919937,7.5599995
20191003T2100,25.5429,0.0,77.0,1013.0,6.1094027,10.08
20191003T2200,24.7429,0.0,81.0,1012.8,6.9247384,11.5199995
20191003T2300,24.1129,0.0,84.0,1012.5,6.830519,12.599999
20191004T0000,23.6729,0.0,86.0,1012.3,6.5693827,12.24
20191004T0100,23.332901,0.0,87.0,1011.7,5.8603754,11.159999
20191004T0200,23.1229,0.0,87.0,1011.3,5.1544156,9.72
20191004T0300,22.9129,0.0,87.0,1010.7,5.4477882,9.36
20191004T0400,22.7529,0.0,87.0,1011.3,5.8048253,9.72
20191004T0500,22.582901,0.0,87.0,1012.3,6.519877,10.799999
20191004T0600,22.5029,0.0,88.0,1013.0,5.771239,11.159999
20191004T0700,23.7529,0.0,85.0,1013.6,4.32,11.159999
20191004T0800,26.2929,0.0,74.0,1013.6,7.69592,10.08
20191004T0900,26.5229,0.6,71.0,1013.5,10.44,11.5199995
20191004T1000,26.8829,0.2,67.0,1013.1,8.699793,9.36
20191004T1100,27.1129,0.3,66.0,1012.9,7.10031,7.92
20191004T1200,27.6329,0.1,64.0,1012.4,7.289445,8.28
20191004T1300,27.8229,0.1,63.0,1011.1,6.9153743,8.28
20191004T1400,28.2629,0.1,62.0,1010.2,6.638072,8.64
20191004T1500,28.1729,0.1,61.0,1009.4,5.6002855,7.5599995
20191004T1600,27.9429,0.1,62.0,1009.7,4.39436,7.5599995
20191004T1700,25.2029,0.3,79.0,1011.1,4.3349743,3.96
20191004T1800,23.9029,0.5,89.0,1012.2,6.9527545,7.92
20191004T1900,23.3829,0.3,91.0,1012.4,8.28,9.72
20191004T2000,23.2229,0.0,90.0,1012.0,7.69592,10.08
20191004T2100,23.0529,0.0,92.0,1012.1,5.8048253,9.36
20191004T2200,22.9229,0.0,93.0,1011.9,4.6938252,6.4799995
20191004T2300,22.8529,0.0,93.0,1011.7,4.452954,5.04
20191005T0000,22.8129,0.0,92.0,1011.6,4.5536795,4.68
20191005T0100,22.7629,0.0,92.0,1011.0,4.802999,4.32
20191005T0200,22.6429,0.0,92.0,1010.7,5.0528407,4.68
20191005T0300,22.5729,0.0,91.0,1010.3,5.04,4.32
20191005T0400,22.4129,0.0,92.0,1010.7,3.96,5.04
20191005T0500,22.3429,0.0,92.0,1011.4,3.6179552,3.96
20191005T0600,22.4029,0.0,92.0,1011.7,3.0758414,3.6
20191005T0700,23.4329,0.0,90.0,1012.3,1.5273507,1.08
20191005T0800,25.3129,0.0,79.0,1012.2,1.8,4.68
20191005T0900,25.7429,0.1,74.0,1012.5,3.8268526,5.3999996
20191005T1000,25.9129,0.3,74.0,1012.0,3.396233,6.12
20191005T1100,27.0029,0.0,71.0,1011.6,3.671294,6.8399997
20191005T1200,27.5229,0.0,68.0,1011.1,3.96,6.4799995
20191005T1300,26.9029,0.7,70.0,1010.2,3.319036,4.32
20191005T1400,26.7129,0.7,71.0,1009.5,3.096837,5.3999996
20191005T1500,26.5029,0.6,71.0,1008.8,3.6,6.12
20191005T1600,26.1929,0.4,72.0,1009.1,3.8268526,6.12
20191005T1700,25.7529,0.7,77.0,1010.3,6.9247384,8.64
20191005T1800,25.2229,0.0,78.0,1010.8,6.297428,9.0
20191005T1900,25.0329,0.0,79.0,1011.4,4.1046314,6.12
20191005T2000,24.6829,0.0,82.0,1011.6,2.968636,5.7599998
20191005T2100,24.5329,0.0,83.0,1012.0,1.4399999,2.8799999
20191005T2200,24.3829,0.0,83.0,1011.9,0.71999997,0.71999997
20191005T2300,24.1529,0.0,84.0,1011.8,0.8049845,0.71999997
20191006T0000,23.9629,0.0,84.0,1011.8,0.71999997,0.71999997
20191006T0100,23.6429,0.0,86.0,1011.3,1.1384199,0.71999997
20191006T0200,23.3929,0.0,87.0,1011.1,0.8049845,0.71999997
20191006T0300,23.0929,0.0,88.0,1010.9,0.5091169,0.71999997
20191006T0400,22.8529,0.0,89.0,1011.3,0.35999998,1.4399999
20191006T0500,22.6829,0.0,89.0,1011.8,0.8049845,2.52
20191006T0600,22.5229,0.0,91.0,1012.3,2.0364676,3.96
20191006T0700,23.4629,0.0,90.0,1013.0,1.8,5.04
20191006T0800,25.0629,0.0,80.0,1013.1,4.1046314,3.6
20191006T0900,25.2529,0.3,77.0,1013.1,2.0991426,1.4399999
20191006T1000,25.7329,0.2,74.0,1012.6,4.3349743,3.6
20191006T1100,26.0229,0.4,73.0,1012.1,4.68,3.6
20191006T1200,26.2429,0.4,72.0,1011.8,3.7585104,3.6
20191006T1300,26.4329,0.4,72.0,1010.9,3.4152596,3.6
20191006T1400,26.4929,0.4,70.0,1010.2,2.7416782,3.6
20191006T1500,26.4129,0.4,70.0,1009.6,2.1897945,3.6
20191006T1600,26.3229,0.2,71.0,1009.9,1.484318,2.8799999
20191006T1700,25.7629,0.0,75.0,1010.2,5.6233797,5.3999996
20191006T1800,24.7429,0.0,82.0,1011.1,6.989936,8.28
20191006T1900,23.8129,0.0,86.0,1012.1,7.42159,9.36
20191006T2000,22.9929,0.0,88.0,1012.6,6.638072,9.0
20191006T2100,22.4929,0.0,88.0,1013.2,5.904439,7.92
20191006T2200,22.2029,0.0,88.0,1013.2,5.1919937,7.92
20191006T2300,22.1429,0.0,87.0,1012.8,4.0249224,7.92
20191007T0000,22.1729,0.0,86.0,1012.7,3.4152596,7.92
20191007T0100,22.082901,0.0,86.0,1011.9,3.319036,8.64
20191007T0200,21.9929,0.0,87.0,1011.4,2.8799999,9.72
20191007T0300,21.8629,0.0,88.0,1010.7,2.2768397,9.36
20191007T0400,21.7829,0.0,88.0,1011.3,1.08,9.0
20191007T0500,21.6729,0.0,89.0,1012.0,0.5091169,7.92
20191007T0600,21.582901,0.0,93.0,1012.6,0.0,7.2
20191007T0700,22.6929,0.0,89.0,1013.3,0.35999998,5.7599998
20191007T0800,24.832901,0.0,83.0,1013.5,4.379589,4.32
20191007T0900,25.2829,0.1,77.0,1013.9,3.6,5.7599998
20191007T1000,26.2329,0.0,72.0,1013.4,1.609969,5.04
20191007T1100,27.3029,0.0,67.0,1012.5,2.2768397,4.32
20191007T1200,27.6629,0.0,65.0,1011.9,3.671294,5.7599998
20191007T1300,28.2829,0.0,63.0,1010.7,5.771239,6.8399997
20191007T1400,28.5629,0.0,61.0,1009.9,8.28,9.0
20191007T1500,28.5229,0.0,61.0,1009.1,9.36,9.72
20191007T1600,27.9329,0.2,63.0,1009.4,9.746631,9.72
20191007T1700,26.4129,0.0,74.0,1010.2,4.32,5.3999996
20191007T1800,26.2029,0.0,74.0,1010.9,5.0528407,6.4799995
20191007T1900,25.832901,0.0,76.0,1011.8,4.896529,7.5599995
20191007T2000,25.3629,0.0,78.0,1012.2,4.3498964,7.92
20191007T2100,24.9629,0.0,80.0,1012.6,4.3498964,8.64
20191007T2200,24.5329,0.0,81.0,1012.5,4.2136917,9.0
20191007T2300,24.1429,0.0,83.0,1012.3,3.5455887,9.0
20191008T0000,23.832901,0.0,84.0,1012.2,3.0758414,8.64
20191008T0100,23.5229,0.0,85.0,1011.6,2.9024127,7.92
20191008T0200,23.2529,0.0,86.0,1011.2,2.9024127,7.92
20191008T0300,23.0029,0.0,87.0,1010.9,2.5455842,7.92
20191008T0400,22.7929,0.0,88.0,1011.3,2.6208394,8.28
20191008T0500,22.5929,0.0,89.0,1011.8,3.7585104,9.36
20191008T0600,22.4729,0.0,90.0,1012.3,3.0758414,9.36
20191008T0700,23.4829,0.0,89.0,1013.0,1.609969,7.2
20191008T0800,25.2629,0.0,81.0,1012.8,4.198285,8.28
20191008T0900,25.7729,0.1,76.0,1013.1,4.6938257,7.92
20191008T1000,26.2729,0.1,72.0,1012.5,5.00128,8.28
20191008T1100,27.3629,0.0,68.0,1011.7,4.198285,7.2
20191008T1200,27.582901,0.1,67.0,1011.0,5.506941,7.92
20191008T1300,27.5229,0.2,67.0,1010.1,6.5693827,8.64
20191008T1400,27.4229,0.3,67.0,1009.6,7.69592,9.0
20191008T1500,27.2729,0.2,68.0,1008.9,8.049845,9.0
20191008T1600,27.2329,0.1,68.0,1009.4,8.209263,9.72
20191008T1700,26.4329,0.9,74.0,1010.0,6.4096174,7.5599995
20191008T1800,25.9129,0.9,79.0,1010.9,6.12,6.4799995
20191008T1900,25.3429,0.0,82.0,1011.6,5.95906,8.28
20191008T2000,24.7429,0.0,86.0,1011.8,5.95906,8.64
20191008T2100,24.3629,0.0,88.0,1012.2,4.829907,7.5599995
20191008T2200,24.1229,0.0,90.0,1012.1,3.5455887,6.12
20191008T2300,23.8629,0.0,91.0,1011.6,2.8799999,5.04
20191009T0000,23.6129,0.0,92.0,1011.5,2.968636,5.04
20191009T0100,23.3429,0.0,93.0,1010.9,2.5959969,4.32
20191009T0200,23.1129,0.0,94.0,1010.8,2.4149535,3.6
20191009T0300,22.8729,0.0,94.0,1010.4,1.8,2.52
20191009T0400,22.6029,0.0,95.0,1010.9,1.9386592,2.52
20191009T0500,22.2429,0.0,98.0,1011.7,2.5455842,1.8
20191009T0600,21.9329,0.0,96.0,1012.2,2.2768397,2.8799999
20191009T0700,22.3929,0.0,94.0,1012.9,1.5273507,3.96
20191009T0800,24.3029,0.1,87.0,1012.4,1.8,5.3999996
20191009T0900,24.9029,0.2,83.0,1012.4,1.4399999,4.32
20191009T1000,26.0129,0.1,76.0,1011.9,1.1384199,3.2399998
20191009T1100,26.7729,0.0,72.0,1011.2,0.0,1.8
20191009T1200,27.2329,0.0,69.0,1010.6,1.484318,2.8799999
20191009T1300,27.4029,0.1,68.0,1009.6,3.7585104,4.32
20191009T1400,27.3729,0.3,68.0,1008.8,4.73506,5.04
20191009T1500,27.2529,0.2,68.0,1008.1,6.162207,6.4799995
20191009T1600,26.9829,0.2,69.0,1008.4,7.208994,7.2
20191009T1700,25.2529,0.0,82.0,1009.3,3.2599385,3.2399998
20191009T1800,24.9029,0.0,87.0,1010.1,3.2599385,3.96
20191009T1900,24.6629,0.0,87.0,1011.2,3.2599385,4.32
20191009T2000,24.4429,0.0,88.0,1011.6,3.4152596,5.04
20191009T2100,24.1829,0.0,89.0,1012.0,4.2136917,5.04
20191009T2200,23.8029,0.0,91.0,1011.8,5.154415,6.4799995
20191009T2300,23.2829,0.0,93.0,1011.6,5.991594,9.0
20191010T0000,23.082901,0.0,94.0,1011.6,5.6002855,8.64
20191010T0100,22.6829,0.0,95.0,1010.9,5.1165614,7.2
20191010T0200,22.3529,0.0,96.0,1010.5,4.6102495,5.04
20191010T0300,22.1729,0.0,96.0,1010.1,4.8965297,5.7599998
20191010T0400,22.3029,0.0,96.0,1010.6,4.198285,6.4799995
20191010T0500,22.3129,0.0,96.0,1011.4,3.8939953,5.3999996
20191010T0600,22.3129,0.0,96.0,1012.0,4.39436,4.32
20191010T0700,22.7829,0.0,93.0,1012.7,5.495161,3.96
20191010T0800,24.0229,0.0,89.0,1012.7,5.0142193,4.32
20191010T0900,24.2329,0.2,87.0,1012.9,5.00128,4.32
20191010T1000,25.0429,0.2,82.0,1012.6,3.096837,2.52
20191010T1100,25.7329,0.2,77.0,1012.1,1.8,2.16
20191010T1200,26.582901,0.0,72.0,1011.4,0.0,0.35999998
20191010T1300,26.8529,0.1,71.0,1010.4,1.484318,2.16
20191010T1400,27.4829,0.0,67.0,1009.7,2.9024127,2.8799999
20191010T1500,27.3929,0.1,67.0,1009.2,3.219938,3.2399998
20191010T1600,27.2129,0.1,67.0,1009.5,3.9763298,3.6
20191010T1700,25.4629,0.1,79.0,1009.9,5.771239,6.4799995
20191010T1800,24.9229,0.5,82.0,1010.8,6.162207,6.8399997
20191010T1900,24.3929,0.0,86.0,1011.7,6.12,9.0
20191010T2000,23.9729,0.0,89.0,1012.0,5.8048253,10.08
20191010T2100,23.6829,0.0,91.0,1012.6,5.1544156,10.08
20191010T2200,23.4629,0.0,92.0,1012.4,5.1544156,10.799999
20191010T2300,23.2729,0.0,93.0,1012.1,5.634891,11.879999
20191011T0000,23.1329,0.0,94.0,1011.9,5.692099,11.159999
20191011T0100,22.8929,0.0,95.0,1011.4,5.1919937,10.440001
20191011T0200,22.6029,0.0,96.0,1011.2,5.3999996,10.799999
20191011T0300,22.5129,0.0,96.0,1010.9,5.3517847,11.159999
20191011T0400,22.4629,0.0,96.0,1011.3,4.8433046,9.36
20191011T0500,22.4429,0.0,96.0,1011.8,4.1046314,7.92
20191011T0600,22.4929,0.0,96.0,1012.1,4.0249224,7.2
20191011T0700,22.9629,0.0,94.0,1012.8,5.495161,7.2
20191011T0800,23.7829,0.0,91.0,1012.9,6.297428,4.68
20191011T0900,24.2429,0.1,89.0,1012.9,8.427383,6.4799995
20191011T1000,24.2529,0.7,87.0,1013.1,6.696387,7.92
20191011T1100,24.5629,0.2,86.0,1012.0,6.439876,5.7599998
20191011T1200,25.7729,0.1,81.0,1011.4,6.28713,5.7599998
20191011T1300,26.4229,0.1,76.0,1010.4,6.28713,5.7599998
20191011T1400,26.1929,0.1,76.0,1010.0,6.12,5.7599998
20191011T1500,26.1829,0.0,75.0,1009.3,6.9247384,6.4799995
20191011T1600,26.1529,0.0,75.0,1009.5,7.8954163,7.2
20191011T1700,25.4829,0.9,79.0,1010.1,2.5455842,3.96
20191011T1800,25.0529,0.1,82.0,1010.6,4.510787,2.52
20191011T1900,24.5029,0.0,87.0,1011.5,4.802999,3.6
20191011T2000,23.9329,0.0,91.0,1011.9,5.0528407,4.68
20191011T2100,23.4429,0.0,94.0,1012.3,5.0528407,6.12
20191011T2200,23.0229,0.0,95.0,1012.3,4.32,6.8399997
20191011T2300,22.7529,0.0,95.0,1012.0,2.968636,6.8399997
20191012T0000,22.4429,0.0,95.0,1011.9,2.4149535,7.5599995
20191012T0100,22.1329,0.0,95.0,1011.2,2.0991426,7.92
20191012T0200,21.8629,0.0,96.0,1010.9,2.5455842,9.36
20191012T0300,21.5229,0.0,96.0,1010.5,3.219938,10.799999
20191012T0400,21.1829,0.0,96.0,1011.0,3.0758414,11.879999
20191012T0500,20.9229,0.0,96.0,1011.8,2.2768397,11.879999
20191012T0600,20.7729,0.0,96.0,1012.4,1.4399999,12.24
20191012T0700,21.4329,0.0,94.0,1013.3,1.1384199,7.92
20191012T0800,24.2029,0.0,84.0,1013.5,5.95906,6.8399997
20191012T0900,25.6229,0.1,81.0,1013.6,6.763786,7.2
20191012T1000,25.6329,0.2,80.0,1013.2,7.4128532,6.8399997
20191012T1100,26.4029,0.0,74.0,1012.7,4.1046314,3.6
20191012T1200,26.9729,0.1,71.0,1012.3,2.1897945,1.8
20191012T1300,27.4529,0.1,67.0,1011.4,1.484318,1.8
20191012T1400,27.4529,0.1,67.0,1010.6,0.35999998,1.08
20191012T1500,27.6829,0.1,66.0,1009.9,0.35999998,1.08
20191012T1600,27.4029,0.1,67.0,1010.2,0.8049845,1.4399999
20191012T1700,26.0029,0.0,77.0,1010.5,3.6179552,5.7599998
20191012T1800,25.5329,0.0,83.0,1011.2,3.5455887,3.96
20191012T1900,25.1229,0.0,84.0,1012.1,3.8773184,3.96
20191012T2000,24.8229,0.0,86.0,1012.6,3.6179552,5.04
20191012T2100,24.5329,0.0,87.0,1013.2,3.96,4.32
20191012T2200,24.1829,0.0,90.0,1013.1,3.96,4.68
20191012T2300,23.8829,0.0,91.0,1012.8,3.6179552,6.12
20191013T0000,23.6529,0.0,91.0,1012.5,2.5455842,5.3999996
20191013T0100,23.3529,0.0,93.0,1011.8,2.1897945,5.04
20191013T0200,23.1329,0.0,94.0,1011.5,2.52,5.7599998
20191013T0300,22.9129,0.0,95.0,1011.1,2.52,5.7599998
20191013T0400,22.6129,0.0,96.0,1011.7,2.52,6.4799995
20191013T0500,22.5629,0.0,96.0,1012.5,1.4399999,3.96
20191013T0600,22.5729,0.0,96.0,1013.0,0.71999997,3.6
20191013T0700,22.9629,0.0,95.0,1013.7,1.0182338,3.6
20191013T0800,23.6829,0.0,91.0,1014.1,2.0364676,2.8799999
20191013T0900,24.1129,0.0,89.0,1014.6,3.5455887,3.96
20191013T1000,24.8829,0.0,84.0,1013.9,2.5455842,3.96
20191013T1100,26.5229,0.0,76.0,1013.0,4.072935,6.12
20191013T1200,27.332901,0.0,71.0,1012.2,3.8939953,5.7599998
20191013T1300,27.4129,0.0,70.0,1011.2,5.95906,6.8399997
20191013T1400,27.7329,0.0,68.0,1010.5,7.0911775,7.2
20191013T1500,27.9629,0.0,66.0,1009.5,8.534353,8.64
20191013T1600,27.9529,0.0,66.0,1009.8,8.891343,8.64
20191013T1700,26.2929,0.0,75.0,1011.2,4.6102495,7.5599995
20191013T1800,25.6829,0.0,80.0,1011.7,4.802999,6.12
20191013T1900,25.2929,0.0,83.0,1012.6,4.32,6.4799995
20191013T2000,25.0229,0.0,84.0,1013.0,2.9024127,5.7599998
20191013T2100,24.7529,0.0,86.0,1013.6,2.1897945,5.04
20191013T2200,24.4829,0.0,87.0,1013.6,1.8,5.04
20191013T2300,24.2329,0.0,88.0,1013.3,1.484318,4.68
20180930T0000,25.9229,0.0,74.0,1010.9,4.829907,12.599999
20180930T0100,25.6129,0.0,75.0,1010.4,4.198285,12.599999
20180930T0200,25.3129,0.0,76.0,1010.1,3.396233,11.879999
20180930T0300,24.9529,0.0,78.0,1009.8,2.5455842,10.440001
20180930T0400,24.7129,0.0,80.0,1010.0,2.0991426,9.0
20180930T0500,24.4829,0.0,81.0,1010.5,1.609969,7.92
20180930T0600,24.3429,0.0,82.0,1010.8,0.5091169,6.8399997
20180930T0700,25.3529,0.0,81.0,1011.5,1.1384199,7.2
20180930T0800,27.0929,0.0,74.0,1011.7,5.4833565,9.36
20180930T0900,28.5029,0.0,67.0,1011.8,7.5942073,13.32
20180930T1000,29.8529,0.0,59.0,1011.3,12.758432,15.4800005
20180930T1100,30.7529,0.0,54.0,1010.7,14.587776,16.56
20180930T1200,31.5029,0.0,51.0,1010.0,13.708391,16.199999
20180930T1300,31.832901,0.0,50.0,1008.9,13.276144,16.56
20180930T1400,31.9429,0.0,50.0,1008.2,12.429127,15.119999
20180930T1500,31.8929,0.0,49.0,1007.5,12.0694,14.4
20180930T1600,31.4629,0.0,50.0,1007.8,11.681987,14.4
20180930T1700,30.6129,0.0,52.0,1008.1,8.209263,10.799999
20180930T1800,29.8229,0.0,55.0,1008.3,7.172949,9.36
20180930T1900,29.2429,0.0,59.0,1009.1,6.8399997,9.0
20180930T2000,28.6229,0.0,61.0,1009.6,7.172949,11.879999
20180930T2100,28.0229,0.0,63.0,1010.3,7.24486,12.959999
20180930T2200,27.3729,0.0,66.0,1010.5,7.289445,12.959999
20180930T2300,26.6529,0.0,70.0,1010.5,7.386582,15.84
20181001T0000,26.0429,0.0,73.0,1010.7,7.145796,15.84
20181001T0100,25.5329,0.0,76.0,1010.2,6.696387,15.4800005
20181001T0200,25.1429,0.0,79.0,1009.8,6.489992,15.119999
20181001T0300,24.8129,0.0,80.0,1009.5,6.297428,14.04
20181001T0400,24.5329,0.0,82.0,1009.9,5.95906,13.32
20181001T0500,24.2729,0.0,83.0,1010.6,5.6920996,12.24
20181001T0600,24.1429,0.0,84.0,1011.0,4.452954,11.5199995
20181001T0700,25.5529,0.0,80.0,1011.7,4.802999,10.440001
20181001T0800,27.4529,0.0,72.0,1012.0,7.8954163,9.0
20181001T0900,28.8829,0.0,65.0,1012.2,8.707237,11.159999
20181001T1000,29.7729,0.0,59.0,1011.9,9.726665,12.24
20181001T1100,30.4229,0.0,57.0,1011.3,10.805999,12.959999
20181001T1200,31.0529,0.0,53.0,1010.6,10.440001,12.599999
20181001T1300,31.4229,0.0,52.0,1009.5,10.440001,11.879999
20181001T1400,31.5529,0.0,52.0,1008.8,10.799999,11.879999
20181001T1500,31.3729,0.0,52.0,1008.2,11.183201,12.959999
20181001T1600,30.8829,0.0,54.0,1008.4,10.948973,14.04
20181001T1700,29.9729,0.0,54.0,1008.8,11.885453,14.759999
20181001T1800,29.0729,0.0,58.0,1009.2,9.47012,12.24
20181001T1900,28.2429,0.0,62.0,1010.0,9.605998,11.879999
20181001T2000,27.4029,0.0,66.0,1010.8,9.6932955,19.08
20181001T2100,26.6729,0.0,69.0,1011.5,9.360001,19.8
20181001T2200,26.1129,0.0,72.0,1011.8,9.511088,20.880001
20181001T2300,25.582901,0.0,74.0,1011.6,9.793059,21.96
20181002T0000,25.0929,0.0,77.0,1011.7,9.422101,21.96
20181002T0100,24.6429,0.0,79.0,1011.3,8.913181,17.64
20181002T0200,24.2129,0.0,81.0,1010.9,8.435069,13.679999
20181002T0300,23.7829,0.0,84.0,1010.6,7.7879906,18.359999
20181002T0400,23.4229,0.0,87.0,1010.9,7.0911775,16.919998
20181002T0500,23.1329,0.0,89.0,1011.5,6.379216,15.84
20181002T0600,23.0129,0.0,90.0,1011.9,5.506941,15.119999
20181002T0700,24.2329,0.0,85.0,1012.6,8.209263,13.32
20181002T0800,26.0929,0.0,77.0,1012.9,9.585739,12.24
20181002T0900,27.8629,0.0,67.0,1013.0,10.97262,12.24
20181002T1000,29.2829,0.0,61.0,1012.5,11.298495,12.959999
20181002T1100,30.4529,0.0,56.0,1011.8,11.440979,13.32
20181002T1200,31.2629,0.0,54.0,1011.3,10.829959,13.32
20181002T1300,31.7129,0.0,49.0,1010.2,11.367109,13.32
20181002T1400,31.9629,0.0,47.0,1009.4,11.609651,13.679999
20181002T1500,31.9429,0.0,47.0,1008.6,11.885453,13.32
20181002T1600,31.5229,0.0,48.0,1008.7,12.245294,12.959999
20181002T1700,29.8529,0.0,56.0,1009.9,8.905908,9.36
20181002T1800,29.0329,0.0,59.0,1010.1,7.8625183,8.28
20181002T1900,28.3429,0.0,63.0,1010.8,7.6367526,13.32
20181002T2000,27.7029,0.0,66.0,1011.2,7.5685663,14.759999
20181002T2100,27.1329,0.0,68.0,1011.7,7.928178,14.04
20181002T2200,26.5429,0.0,71.0,1011.8,7.9932976,15.119999
20181002T2300,25.9929,0.0,74.0,1011.6,7.628263,15.84
20181003T0000,25.5329,0.0,76.0,1011.7,7.729527,15.84
20181003T0100,25.0929,0.0,78.0,1011.1,7.7879906,19.44
20181003T0200,24.6129,0.0,81.0,1010.7,7.42159,18.0
20181003T0300,24.1529,0.0,84.0,1010.3,6.3690495,15.84
20181003T0400,23.8129,0.0,86.0,1010.6,5.8048253,14.759999
20181003T0500,23.5629,0.0,88.0,1011.2,5.2416787,13.679999
20181003T0600,23.4829,0.0,88.0,1011.5,3.9763298,12.599999
20181003T0700,24.8729,0.0,82.0,1012.1,6.638072,12.599999
20181003T0800,26.6929,0.0,74.0,1012.4,8.707237,9.72
20181003T0900,28.2629,0.0,68.0,1012.6,9.726664,9.36
20181003T1000,29.4729,0.0,63.0,1012.0,9.339208,9.36
20181003T1100,30.4129,0.0,59.0,1011.1,9.360001,10.440001
20181003T1200,30.9629,0.0,55.0,1010.7,10.365251,12.959999
20181003T1300,31.0429,0.0,53.0,1009.9,10.483357,12.24
20181003T1400,31.2029,0.0,51.0,1009.3,10.829959,12.959999
20181003T1500,31.0429,0.0,51.0,1008.6,10.931203,14.4
20181003T1600,30.8429,0.0,50.0,1008.6,11.440978,14.4
20181003T1700,29.7729,0.0,56.0,1008.9,10.446206,11.5199995
