location,Patna,Patna,Patna,Patna,Patna,Patna
lat,25.61087,25.61087,25.61087,25.61087,25.61087,25.61087
lon,85.18255,85.18255,85.18255,85.18255,85.18255,85.18255
asl,44.000,44.000,44.000,44.000,44.000,44.000
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Patna Temperature [2 m elevation corrected],Patna Precipitation Total,Patna Relative Humidity [2 m],Patna Mean Sea Level Pressure [MSL],Patna Wind Speed [10 m],Patna Wind Gust
20181004T1900,30.741499,0.0,42.0,1009.1,2.8799999,10.08
20181004T2000,29.9415,0.0,45.0,1009.6,1.8,7.5599995
20181004T2100,29.161499,0.0,48.0,1010.1,2.16,4.68
20181004T2200,28.4315,0.0,50.0,1010.1,2.2768397,2.16
20181004T2300,27.7115,0.0,53.0,1010.2,2.5959969,5.3999996
20181005T0000,27.2615,0.0,55.0,1010.3,3.8773184,9.72
20181005T0100,26.8815,0.0,56.0,1010.3,5.315336,12.959999
20181005T0200,26.1715,0.0,58.0,1010.1,5.904439,14.759999
20181005T0300,25.7615,0.0,60.0,1010.0,4.6102495,14.4
20181005T0400,25.0315,0.0,62.0,1010.5,2.9024127,11.879999
20181005T0500,24.491499,0.0,65.0,1011.1,2.968636,9.0
20181005T0600,25.401499,0.0,65.0,1011.8,3.671294,7.5599995
20181005T0700,27.4215,0.0,61.0,1012.4,2.52,7.2
20181005T0800,30.411499,0.0,51.0,1013.0,5.154415,5.3999996
20181005T0900,32.551502,0.0,45.0,1013.2,5.3999996,5.7599998
20181005T1000,33.9715,0.0,40.0,1012.5,4.8433046,13.32
20181005T1100,35.1515,0.0,31.0,1011.7,8.049845,17.28
20181005T1200,35.7015,0.0,29.0,1010.9,10.495713,18.359999
20181005T1300,35.961502,0.0,28.0,1010.1,12.10157,19.44
20181005T1400,35.8615,0.0,28.0,1009.2,13.397612,20.519999
20181005T1500,35.4515,0.0,29.0,1008.5,13.217443,15.84
20181005T1600,34.681503,0.0,31.0,1008.5,12.10157,16.56
20181005T1700,31.5515,0.0,39.0,1008.6,9.227524,16.56
20181005T1800,30.9815,0.0,40.0,1008.9,7.5170207,15.4800005
20181005T1900,30.2615,0.0,42.0,1009.2,6.162207,13.32
20181005T2000,29.5515,0.0,44.0,1009.5,5.506941,11.5199995
20181005T2100,28.8015,0.0,47.0,1009.8,5.8048253,9.72
20181005T2200,27.991499,0.0,49.0,1009.7,6.8777895,9.72
20181005T2300,27.2115,0.0,52.0,1009.7,7.7043357,8.64
20181006T0000,26.4715,0.0,55.0,1009.8,7.9932966,8.28
20181006T0100,25.7815,0.0,57.0,1009.9,7.928177,8.64
20181006T0200,25.1015,0.0,59.0,1009.6,7.928177,9.36
20181006T0300,24.4515,0.0,62.0,1009.4,7.928177,9.72
20181006T0400,23.8315,0.0,64.0,1009.7,7.7043357,10.440001
20181006T0500,23.2015,0.0,67.0,1010.4,7.42159,11.879999
20181006T0600,23.821499,0.0,68.0,1011.1,6.4096174,12.599999
20181006T0700,26.2815,0.0,65.0,1011.8,2.3051248,5.3999996
20181006T0800,30.3415,0.0,51.0,1012.4,6.28713,7.5599995
20181006T0900,33.071503,0.0,41.0,1012.5,7.628263,15.119999
20181006T1000,34.521503,0.0,33.0,1011.9,7.5685663,14.759999
20181006T1100,35.321503,0.0,28.0,1011.1,12.074766,18.0
20181006T1200,35.7915,0.0,26.0,1010.2,13.37825,18.72
20181006T1300,35.9215,0.0,26.0,1009.4,14.578888,19.44
20181006T1400,35.731503,0.0,26.0,1008.5,15.484185,18.72
20181006T1500,35.301502,0.0,27.0,1007.7,15.725037,19.08
20181006T1600,34.4215,0.0,29.0,1007.7,14.345898,18.359999
20181006T1700,31.951498,0.0,36.0,1008.0,8.4042845,16.56
20181006T1800,31.0115,0.0,38.0,1008.2,6.8399997,15.119999
20181006T1900,30.241499,0.0,41.0,1008.6,5.154415,11.159999
20181006T2000,29.3415,0.0,44.0,1009.1,5.6233797,11.5199995
20181006T2100,28.3815,0.0,48.0,1009.5,6.489992,9.72
20181006T2200,27.3715,0.0,52.0,1009.4,7.289445,8.64
20181006T2300,26.3915,0.0,56.0,1009.5,7.2,7.5599995
20181007T0000,25.4815,0.0,59.0,1009.6,6.8777895,6.8399997
20181007T0100,24.7115,0.0,62.0,1009.7,6.3690495,5.7599998
20181007T0200,23.9715,0.0,65.0,1009.3,5.3517847,4.68
20181007T0300,23.2615,0.0,68.0,1009.1,4.5820518,7.2
20181007T0400,22.6915,0.0,71.0,1009.5,4.1046314,6.8399997
20181007T0500,22.0815,0.0,74.0,1010.2,4.1046314,7.5599995
20181007T0600,22.6815,0.0,72.0,1010.8,4.1046314,4.68
20181007T0700,25.4315,0.0,67.0,1011.3,1.609969,4.68
20181007T0800,29.411499,0.0,52.0,1011.7,3.096837,3.2399998
20181007T0900,32.3815,0.0,44.0,1011.7,3.096837,2.8799999
20181007T1000,33.9915,0.0,36.0,1011.0,3.396233,15.4800005
20181007T1100,34.841503,0.0,31.0,1010.3,10.041354,19.08
20181007T1200,35.501503,0.0,28.0,1009.6,15.716793,22.319998
20181007T1300,35.6515,0.0,27.0,1008.8,18.25026,21.24
20181007T1400,35.5115,0.0,27.0,1007.9,18.681883,22.68
20181007T1500,35.051502,0.0,27.0,1007.2,18.514643,21.24
20181007T1600,34.121502,0.0,29.0,1007.3,16.1198,19.8
20181007T1700,31.8415,0.0,34.0,1007.9,8.64,16.56
20181007T1800,30.821499,0.0,36.0,1008.2,7.6367526,15.119999
20181007T1900,29.9815,0.0,39.0,1008.6,6.151683,12.959999
20181007T2000,29.161499,0.0,41.0,1009.1,5.8048253,11.5199995
20181007T2100,28.3715,0.0,43.0,1009.5,5.991594,10.440001
20181007T2200,27.5515,0.0,46.0,1009.5,6.696387,9.36
20181007T2300,26.7515,0.0,48.0,1009.5,7.145796,10.440001
20181008T0000,25.9815,0.0,50.0,1009.5,7.8954163,8.64
20181008T0100,25.2215,0.0,53.0,1009.4,8.404285,6.4799995
20181008T0200,24.3915,0.0,55.0,1009.1,8.404285,5.3999996
20181008T0300,23.4815,0.0,59.0,1008.9,8.161764,6.12
20181008T0400,22.6815,0.0,62.0,1009.3,7.653705,6.8399997
20181008T0500,21.8915,0.0,65.0,1009.8,7.145796,8.28
20181008T0600,22.3515,0.0,66.0,1010.3,6.4096174,9.36
20181008T0700,24.8115,0.0,63.0,1010.8,2.3051248,9.36
20181008T0800,29.2215,0.0,49.0,1011.1,5.634891,8.64
20181008T0900,32.3115,0.0,40.0,1011.1,7.10031,12.24
20181008T1000,33.8515,0.0,31.0,1010.3,9.178235,16.56
20181008T1100,34.751503,0.0,28.0,1009.5,12.605142,19.08
20181008T1200,35.3515,0.0,24.0,1008.7,15.517629,21.599998
20181008T1300,35.5815,0.0,22.0,1008.0,17.373497,23.039999
20181008T1400,35.3815,0.0,22.0,1007.1,18.175545,23.759998
20181008T1500,34.8515,0.0,23.0,1006.5,17.518356,21.96
20181008T1600,33.8315,0.0,26.0,1006.6,14.685176,19.44
20181008T1700,31.3615,0.0,33.0,1006.8,8.699793,16.919998
20181008T1800,30.411499,0.0,35.0,1007.2,6.9527545,16.199999
20181008T1900,30.0915,0.0,36.0,1007.6,4.0249224,11.879999
20181008T2000,29.2715,0.0,38.0,1008.0,2.4149535,8.64
20181008T2100,28.6415,0.0,39.0,1008.2,2.968636,5.7599998
20181008T2200,27.5415,0.0,43.0,1008.1,4.73506,2.8799999
20181008T2300,26.4615,0.0,46.0,1008.1,5.4119864,2.16
20181009T0000,25.5115,0.0,50.0,1008.2,5.7599998,4.68
20181009T0100,24.6215,0.0,53.0,1008.1,5.771239,7.5599995
20181009T0200,23.7715,0.0,56.0,1007.8,5.8603754,9.72
20181009T0300,22.9415,0.0,59.0,1007.7,5.8603754,11.159999
20181009T0400,22.2015,0.0,62.0,1008.1,4.452954,10.799999
20181009T0500,21.7015,0.0,64.0,1008.8,2.5959969,10.440001
20181009T0600,22.0815,0.0,66.0,1009.4,2.8799999,9.0
20181009T0700,24.5815,0.0,62.0,1010.0,3.219938,9.36
20181009T0800,28.5315,0.0,50.0,1010.5,0.0,6.8399997
20181009T0900,31.4615,0.0,41.0,1010.6,2.1897945,12.24
20181009T1000,33.211502,0.0,35.0,1009.9,4.73506,12.24
20181009T1100,34.3515,0.0,28.0,1009.2,5.771239,11.159999
20181009T1200,34.8515,0.0,27.0,1008.5,7.69592,12.24
20181009T1300,35.0815,0.0,26.0,1007.9,9.346143,14.04
20181009T1400,34.9415,0.0,27.0,1007.0,9.904906,12.959999
20181009T1500,34.501503,0.0,28.0,1006.4,9.360001,12.599999
20181009T1600,33.681503,0.0,30.0,1006.6,7.9036193,11.159999
20181009T1700,31.5115,0.0,41.0,1006.7,3.8773184,4.32
20181009T1800,30.8715,0.0,43.0,1007.1,4.6938252,5.04
20181009T1900,30.2815,0.0,44.0,1007.7,4.802999,5.7599998
20181009T2000,29.571499,0.0,46.0,1008.2,5.3999996,7.2
20181009T2100,28.8015,0.0,49.0,1008.5,6.193674,9.72
20181009T2200,28.071499,0.0,51.0,1008.4,6.763786,12.24
20181009T2300,27.3415,0.0,53.0,1008.5,7.289444,13.679999
20181010T0000,26.5915,0.0,56.0,1008.7,7.5170207,15.4800005
20181010T0100,25.7915,0.0,58.0,1008.6,7.628263,15.4800005
20181010T0200,24.8915,0.0,62.0,1008.3,8.217153,14.04
20181010T0300,23.5315,0.0,67.0,1008.1,9.19939,19.08
20181010T0400,22.2815,0.0,73.0,1008.7,9.511088,23.039999
20181010T0500,21.661499,0.0,77.0,1009.5,8.891344,18.359999
20181010T0600,22.8615,0.0,73.0,1010.1,9.904906,15.119999
20181010T0700,26.4815,0.0,62.0,1010.7,13.363711,17.28
20181010T0800,29.4815,0.0,53.0,1011.1,15.111424,17.28
20181010T0900,31.5915,0.0,47.0,1011.2,16.071491,14.04
20181010T1000,32.6515,0.0,40.0,1010.6,14.512064,13.32
20181010T1100,33.4215,0.0,37.0,1009.9,12.959999,12.959999
20181010T1200,33.961502,0.0,35.0,1009.1,11.901798,12.599999
20181010T1300,34.1915,0.0,34.0,1008.4,11.367109,11.159999
20181010T1400,34.1315,0.0,34.0,1007.5,11.177405,11.5199995
20181010T1500,33.821503,0.0,35.0,1006.9,11.620809,10.440001
20181010T1600,33.091503,0.0,36.0,1007.1,12.0694,10.799999
20181010T1700,30.6415,0.0,47.0,1007.1,8.373386,12.959999
20181010T1800,29.9715,0.0,49.0,1007.5,8.209263,14.759999
20181010T1900,29.0215,0.0,52.0,1007.9,8.669949,16.199999
20181010T2000,28.0415,0.0,55.0,1008.5,9.0,18.359999
20181010T2100,27.2515,0.0,58.0,1009.1,8.854829,19.8
20181010T2200,26.4615,0.0,61.0,1009.3,9.227524,21.24
20181010T2300,25.6915,0.0,64.0,1009.4,9.227524,22.68
20181011T0000,24.901499,0.0,67.0,1009.4,9.504273,23.039999
20181011T0100,24.0615,0.0,71.0,1009.1,10.1887,22.68
20181011T0200,23.3315,0.0,74.0,1008.8,10.315115,19.44
20181011T0300,22.7715,0.0,76.0,1008.7,10.163227,19.8
20181011T0400,22.3015,0.0,79.0,1009.4,10.041354,18.72
20181011T0500,21.8515,0.0,81.0,1010.2,9.007196,18.0
20181011T0600,23.0415,0.0,77.0,1010.5,8.473393,15.84
20181011T0700,26.4315,0.0,69.0,1010.9,6.4799995,14.4
20181011T0800,28.9215,0.0,65.0,1011.5,11.592895,18.72
20181011T0900,30.2615,0.0,56.0,1011.6,16.595179,21.24
20181011T1000,31.151499,0.0,51.0,1010.7,16.919998,23.4
20181011T1100,31.971498,0.0,48.0,1009.8,16.75064,17.28
20181011T1200,32.551502,0.0,46.0,1009.1,17.373497,21.24
20181011T1300,32.6115,0.0,45.0,1008.5,16.981165,19.44
20181011T1400,32.371502,0.0,46.0,1007.7,16.263872,18.0
20181011T1500,31.571499,0.0,48.0,1007.2,15.905319,17.28
20181011T1600,31.5215,0.0,49.0,1007.5,14.05845,12.599999
20181011T1700,27.741499,0.0,68.0,1008.9,12.245293,17.64
20181011T1800,26.7015,0.0,74.0,1009.4,11.609651,17.64
20181011T1900,25.8815,0.0,78.0,1010.1,12.10157,18.359999
20181011T2000,25.3415,0.0,81.0,1010.7,11.792404,18.0
20181011T2100,25.4615,0.0,81.0,1011.2,11.119281,16.199999
20181011T2200,25.321499,0.0,81.0,1011.2,11.119281,16.199999
20181011T2300,24.9515,0.0,83.0,1011.1,11.440979,15.4800005
20181012T0000,24.3415,0.0,86.0,1011.0,11.27553,19.8
20181012T0100,23.8715,0.0,89.0,1010.7,10.799999,19.44
20181012T0200,23.5115,0.0,91.0,1010.2,12.224107,23.4
20181012T0300,23.1215,0.1,91.0,1009.9,15.827721,23.039999
20181012T0400,22.1115,4.0,95.0,1010.6,18.388212,27.359999
20181012T0500,21.6715,14.7,96.0,1011.2,18.971008,29.88
20181012T0600,21.8015,19.0,97.0,1011.5,19.734436,29.88
20181012T0700,22.1115,19.9,97.0,1012.1,21.485697,27.72
20181012T0800,22.2815,18.2,97.0,1012.8,20.380579,22.319998
20181012T0900,22.5115,12.6,97.0,1013.3,18.03237,20.16
20181012T1000,23.0115,4.1,95.0,1013.1,14.05845,19.44
20181012T1100,23.2815,3.2,95.0,1012.6,9.422101,19.8
20181012T1200,24.5315,0.9,92.0,1011.7,9.779817,11.5199995
20181012T1300,25.6015,0.0,88.0,1011.1,12.24,12.599999
20181012T1400,26.4415,0.0,82.0,1010.4,9.178235,10.08
20181012T1500,27.1115,0.0,76.0,1009.9,6.28713,9.36
20181012T1600,26.9815,0.0,76.0,1010.1,6.5693827,9.0
20181012T1700,26.0615,0.0,74.0,1010.1,8.64,9.0
20181012T1800,25.3415,0.0,78.0,1010.6,8.28,14.759999
20181012T1900,24.7115,0.0,81.0,1011.0,8.28,16.199999
20181012T2000,24.1415,0.0,85.0,1011.5,8.28,17.64
20181012T2100,23.6315,0.0,88.0,1011.9,7.928178,17.64
20181012T2200,23.1715,0.0,91.0,1011.9,7.5599995,17.28
20181012T2300,22.7515,0.0,93.0,1011.8,7.2805495,16.919998
20181013T0000,22.3515,0.0,95.0,1011.8,7.172949,16.199999
20181013T0100,21.9815,0.0,97.0,1011.7,7.24486,15.84
20181013T0200,21.8815,0.0,98.0,1011.3,7.42159,14.759999
20181013T0300,22.2115,0.0,95.0,1011.1,6.638072,11.159999
20181013T0400,22.491499,0.0,95.0,1011.3,6.1305785,10.440001
20181013T0500,22.7515,0.0,94.0,1011.7,6.3690495,10.08
20181013T0600,23.5215,0.0,91.0,1012.1,7.386582,8.28
20181013T0700,24.8815,0.0,85.0,1012.6,9.227524,11.159999
20181013T0800,26.1415,0.0,79.0,1013.0,9.028754,10.08
20181013T0900,27.5415,0.0,71.0,1013.1,7.5685663,9.72
20181013T1000,28.6715,0.0,66.0,1012.5,6.489992,8.28
20181013T1100,29.5015,0.0,61.0,1011.9,7.2,9.0
20181013T1200,30.0115,0.0,58.0,1011.2,8.654986,9.72
20181013T1300,29.1315,0.0,59.0,1010.8,9.085988,10.08
20181013T1400,29.8715,0.0,57.0,1010.1,9.1641035,10.08
20181013T1500,29.3615,0.0,59.0,1009.6,8.587338,10.440001
20181013T1600,28.5215,0.0,62.0,1009.8,8.089993,10.799999
20181013T1700,29.1715,0.0,53.0,1009.2,7.6367526,11.159999
20181013T1800,28.4515,0.0,56.0,1009.6,7.5170207,12.24
20181013T1900,27.7215,0.0,59.0,1010.1,7.24486,12.959999
20181013T2000,26.9515,0.0,62.0,1010.4,7.491114,13.679999
20181013T2100,26.0315,0.0,66.0,1010.7,7.7043357,15.119999
20181013T2200,25.151499,0.0,70.0,1010.5,7.7043357,16.199999
20181013T2300,24.401499,0.0,73.0,1010.5,7.9932966,17.28
