location,Delhi,Delhi,Delhi,Delhi,Delhi,Delhi
lat,28.69986,28.69986,28.69986,28.69986,28.69986,28.69986
lon,77.22596,77.22596,77.22596,77.22596,77.22596,77.22596
asl,203.800,203.800,203.800,203.800,203.800,203.800
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Delhi Temperature [2 m elevation corrected],Delhi Precipitation Total,Delhi Relative Humidity [2 m],Delhi Mean Sea Level Pressure [MSL],Delhi Wind Speed [10 m],Delhi Wind Gust
20181005T1400,35.9692,0.0,23.0,1009.8,11.928989,13.32
20181005T1500,35.819202,0.0,22.0,1009.2,11.879999,13.679999
20181005T1600,35.3692,0.0,22.0,1009.3,11.885453,14.4
20181005T1700,34.1492,0.0,25.0,1009.2,7.145796,12.599999
20181005T1800,33.479202,0.0,25.0,1009.4,6.830519,10.08
20181005T1900,32.7092,0.0,27.0,1009.6,6.849467,11.159999
20181005T2000,31.739199,0.0,30.0,1009.9,6.849467,12.24
20181005T2100,30.749199,0.0,32.0,1010.2,6.87779,15.119999
20181005T2200,29.7892,0.0,33.0,1010.1,6.5693827,15.4800005
20181005T2300,28.909199,0.0,35.0,1010.1,5.8048253,15.119999
20181006T0000,28.2092,0.0,37.0,1010.2,5.1544156,14.759999
20181006T0100,27.6192,0.0,38.0,1010.2,4.0249224,13.679999
20181006T0200,27.169199,0.0,39.0,1009.9,1.4399999,11.159999
20181006T0300,26.8492,0.0,40.0,1009.7,1.609969,8.28
20181006T0400,26.7592,0.0,41.0,1010.0,3.8939953,6.4799995
20181006T0500,26.7192,0.0,41.0,1010.6,4.510787,4.68
20181006T0600,26.5492,0.0,42.0,1011.0,4.5536795,2.8799999
20181006T0700,26.8692,0.0,43.0,1011.7,3.9763298,2.8799999
20181006T0800,28.3792,0.0,43.0,1012.4,1.4399999,1.08
20181006T0900,30.9392,0.0,34.0,1012.9,1.08,1.08
20181006T1000,33.0392,0.0,27.0,1012.6,1.8,2.52
20181006T1100,34.429203,0.0,23.0,1011.9,3.319036,13.679999
20181006T1200,35.2092,0.0,21.0,1011.3,6.0347,13.32
20181006T1300,35.7792,0.0,17.0,1010.9,12.599998,21.599998
20181006T1400,35.889202,0.0,17.0,1010.1,14.264361,23.039999
20181006T1500,35.7192,0.0,17.0,1009.3,15.021105,21.24
20181006T1600,35.249203,0.0,17.0,1009.1,14.529915,19.8
20181006T1700,33.5792,0.0,23.0,1008.9,8.287822,19.44
20181006T1800,32.799202,0.0,24.0,1009.0,6.9527545,10.799999
20181006T1900,32.049202,0.0,26.0,1009.2,4.73506,9.72
20181006T2000,31.4592,0.0,27.0,1009.6,3.319036,8.64
20181006T2100,31.059198,0.0,27.0,1010.0,1.9386592,6.12
20181006T2200,30.7192,0.0,27.0,1009.9,1.8,3.96
20181006T2300,30.3692,0.0,28.0,1009.9,2.52,2.52
20181007T0000,30.0292,0.0,28.0,1009.9,2.968636,1.4399999
20181007T0100,29.6292,0.0,29.0,1009.9,3.6,1.4399999
20181007T0200,29.1192,0.0,30.0,1009.6,3.8939953,2.16
20181007T0300,28.479198,0.0,31.0,1009.4,4.2136917,3.2399998
20181007T0400,27.7192,0.0,34.0,1009.8,3.96,4.32
20181007T0500,26.8492,0.0,36.0,1010.4,3.671294,5.04
20181007T0600,25.9392,0.0,39.0,1011.0,3.5455887,5.3999996
20181007T0700,25.809198,0.0,41.0,1011.5,2.9024127,7.2
20181007T0800,27.409199,0.0,43.0,1012.1,0.8049845,7.5599995
20181007T0900,30.559198,0.0,35.0,1012.4,3.671294,7.92
20181007T1000,32.9492,0.0,28.0,1012.1,6.763786,7.5599995
20181007T1100,34.409203,0.0,23.0,1011.4,8.209263,12.599999
20181007T1200,35.2192,0.0,20.0,1010.7,8.825508,14.04
20181007T1300,35.7192,0.0,17.0,1010.1,12.313894,19.8
20181007T1400,35.819202,0.0,17.0,1009.2,12.496718,20.880001
20181007T1500,35.6692,0.0,17.0,1008.3,12.738099,21.599998
20181007T1600,35.2792,0.0,17.0,1008.2,12.475961,19.8
20181007T1700,33.3492,0.0,22.0,1008.6,7.42159,15.119999
20181007T1800,32.729202,0.0,23.0,1008.7,6.0347,9.36
20181007T1900,31.819199,0.0,25.0,1008.9,5.0911684,9.0
20181007T2000,31.059198,0.0,27.0,1009.4,4.8433046,9.36
20181007T2100,30.399199,0.0,28.0,1009.9,5.815978,7.92
20181007T2200,29.579199,0.0,29.0,1009.8,6.162207,7.92
20181007T2300,28.739199,0.0,31.0,1009.7,6.12,7.5599995
20181008T0000,27.9292,0.0,33.0,1009.8,5.8603754,7.2
20181008T0100,27.2092,0.0,35.0,1009.8,5.495161,6.8399997
20181008T0200,26.579199,0.0,36.0,1009.5,5.1165614,7.5599995
20181008T0300,26.0492,0.0,38.0,1009.2,4.829907,8.28
20181008T0400,25.5992,0.0,39.0,1009.4,3.7064266,10.08
20181008T0500,25.169199,0.0,40.0,1009.9,3.319036,10.08
20181008T0600,24.6892,0.0,42.0,1010.2,3.219938,10.08
20181008T0700,24.819199,0.0,44.0,1010.6,4.0249224,11.5199995
20181008T0800,26.5992,0.0,45.0,1011.1,3.2399998,10.08
20181008T0900,29.3792,0.0,38.0,1011.3,5.6233797,9.0
20181008T1000,31.809198,0.0,31.0,1010.8,7.771331,10.08
20181008T1100,33.6192,0.0,27.0,1010.0,8.707238,14.04
20181008T1200,34.929203,0.0,23.0,1009.2,7.491114,12.599999
20181008T1300,35.6692,0.0,18.0,1008.6,5.771239,14.4
20181008T1400,35.889202,0.0,17.0,1007.7,7.24486,15.84
20181008T1500,35.839203,0.0,16.0,1006.7,7.10031,16.56
20181008T1600,35.5292,0.0,16.0,1006.5,6.9153743,19.8
20181008T1700,34.1492,0.0,23.0,1006.7,3.8939953,11.879999
20181008T1800,33.549202,0.0,23.0,1006.9,2.968636,3.96
20181008T1900,32.9392,0.0,24.0,1007.0,5.3999996,6.8399997
20181008T2000,32.1292,0.0,26.0,1007.2,7.729527,9.36
20181008T2100,31.0092,0.0,28.0,1007.5,8.766573,12.24
20181008T2200,29.829199,0.0,31.0,1007.3,8.473393,13.679999
20181008T2300,28.739199,0.0,34.0,1007.2,8.311245,14.759999
20181009T0000,27.7792,0.0,36.0,1007.3,7.928178,15.84
20181009T0100,26.919199,0.0,39.0,1007.4,8.12197,16.56
20181009T0200,26.0092,0.0,42.0,1007.2,8.12197,18.0
20181009T0300,25.0192,0.0,45.0,1006.9,8.209263,19.44
20181009T0400,24.1992,0.0,48.0,1007.2,8.557102,14.04
20181009T0500,23.6192,0.0,51.0,1007.7,8.905908,16.199999
20181009T0600,23.2592,0.0,52.0,1008.1,10.041354,18.72
20181009T0700,24.5092,0.0,51.0,1008.4,11.620809,21.96
20181009T0800,27.0392,0.0,46.0,1008.9,13.570615,24.84
20181009T0900,29.7792,0.0,40.0,1009.2,16.58346,19.44
20181009T1000,32.1292,0.0,33.0,1008.9,19.272614,18.0
20181009T1100,33.8792,0.0,28.0,1008.3,18.79255,20.16
20181009T1200,35.2792,0.0,25.0,1007.6,15.580141,12.24
20181009T1300,36.1892,0.0,23.0,1007.2,12.229406,10.799999
20181009T1400,36.6992,0.0,21.0,1006.3,8.404285,15.119999
20181009T1500,36.7792,0.0,19.0,1005.5,5.1919937,12.599999
20181009T1600,36.6192,0.0,17.0,1005.5,2.4149535,10.799999
20181009T1700,33.9892,0.0,30.0,1005.9,4.2136917,12.24
20181009T1800,33.4692,0.0,30.0,1006.3,5.4477882,6.4799995
20181009T1900,32.819202,0.0,31.0,1006.4,7.42159,8.64
20181009T2000,31.8492,0.0,33.0,1006.8,8.557102,11.159999
20181009T2100,30.5392,0.0,36.0,1007.2,8.766573,13.679999
20181009T2200,28.979198,0.0,41.0,1007.2,8.891344,15.84
20181009T2300,27.4592,0.0,46.0,1007.2,9.504273,18.359999
20181010T0000,26.149199,0.0,51.0,1007.3,9.693296,12.24
20181010T0100,25.239199,0.0,54.0,1007.5,9.449572,14.04
20181010T0200,24.5492,0.0,56.0,1007.3,9.255571,15.4800005
20181010T0300,23.979198,0.0,58.0,1007.2,9.47012,16.919998
20181010T0400,23.489199,0.0,59.0,1007.6,9.885262,18.359999
20181010T0500,22.999199,0.0,61.0,1008.2,10.594036,20.519999
20181010T0600,22.579199,0.0,62.0,1008.7,11.609651,23.039999
20181010T0700,23.8692,0.0,59.0,1009.2,12.605142,17.28
20181010T0800,26.4292,0.0,53.0,1009.9,16.454008,28.44
20181010T0900,29.1192,0.0,47.0,1010.4,19.734436,23.4
20181010T1000,31.399199,0.0,41.0,1010.0,22.55106,22.68
20181010T1100,33.2092,0.0,37.0,1009.4,21.129883,18.0
20181010T1200,34.3592,0.0,34.0,1008.8,18.709612,21.599998
20181010T1300,35.2792,0.0,30.0,1008.2,15.5843,18.72
20181010T1400,35.679203,0.0,27.0,1007.1,13.679999,15.84
20181010T1500,35.639202,0.0,26.0,1006.3,10.446206,16.919998
20181010T1600,35.4592,0.0,22.0,1006.3,5.4477882,11.5199995
20181010T1700,34.139202,0.0,27.0,1006.0,4.3349743,11.5199995
20181010T1800,33.4192,0.0,28.0,1006.1,7.5599995,10.08
20181010T1900,32.299202,0.0,31.0,1006.2,9.422101,15.4800005
20181010T2000,31.1292,0.0,34.0,1006.6,10.1376915,18.72
20181010T2100,29.919199,0.0,38.0,1007.1,10.495713,18.72
20181010T2200,28.6992,0.0,42.0,1007.3,10.1376915,17.28
20181010T2300,27.579199,0.0,48.0,1007.6,10.105681,18.72
20181011T0000,26.749199,0.0,54.0,1007.9,10.799999,17.28
20181011T0100,26.569199,0.0,57.0,1008.2,11.5199995,16.56
20181011T0200,26.4492,0.0,58.0,1008.1,12.959999,19.08
20181011T0300,26.069199,0.0,59.0,1008.0,14.4,32.399998
20181011T0400,25.8492,0.0,60.0,1008.5,15.484185,21.24
20181011T0500,25.5992,0.0,61.0,1009.0,16.23596,22.319998
20181011T0600,25.4392,0.0,61.0,1009.6,16.808569,23.4
20181011T0700,25.6992,0.0,62.0,1010.0,17.902534,24.84
20181011T0800,26.5892,0.0,60.0,1010.8,19.66536,24.84
20181011T0900,28.7592,0.0,53.0,1011.3,20.140705,28.8
20181011T1000,30.8592,0.0,46.0,1010.7,21.313093,24.48
20181011T1100,32.5792,0.0,41.0,1009.9,21.437386,21.599998
20181011T1200,33.6292,0.0,38.0,1009.2,20.46941,20.880001
20181011T1300,34.179203,0.0,37.0,1008.9,18.204042,23.759998
20181011T1400,33.499203,0.0,37.0,1008.3,17.057314,22.68
20181011T1500,32.6992,0.0,39.0,1007.8,19.852295,23.039999
20181011T1600,32.2392,0.0,39.0,1008.0,20.16,26.64
20181011T1700,32.2892,0.0,32.0,1008.4,5.634891,13.32
20181011T1800,31.3492,0.0,35.0,1008.7,7.8625183,11.159999
20181011T1900,30.2892,0.0,38.0,1009.1,9.983106,16.56
20181011T2000,29.1792,0.0,42.0,1009.6,11.119281,16.56
20181011T2100,28.0892,0.0,45.0,1010.4,10.990322,15.4800005
20181011T2200,27.1292,0.0,49.0,1010.7,10.086427,15.4800005
20181011T2300,26.3892,0.0,52.0,1010.9,9.220499,15.119999
20181012T0000,25.7892,0.0,55.0,1011.1,8.913181,14.759999
20181012T0100,25.2692,0.0,57.0,1011.3,8.654987,18.0
20181012T0200,24.899199,0.0,58.0,1011.2,8.669949,21.24
20181012T0300,24.8392,0.0,58.0,1011.0,8.161764,21.24
20181012T0400,24.2592,0.0,59.0,1011.4,7.928177,20.519999
20181012T0500,23.7692,0.0,61.0,1011.9,7.729527,20.16
20181012T0600,23.309198,0.0,63.0,1012.2,7.172949,18.72
20181012T0700,24.2692,0.0,61.0,1012.6,5.8603754,16.199999
20181012T0800,27.2092,0.0,54.0,1013.1,4.452954,14.4
20181012T0900,29.819199,0.0,45.0,1013.5,9.422101,8.64
20181012T1000,31.4492,0.0,40.0,1013.1,8.854829,9.72
20181012T1100,32.3292,0.0,30.0,1012.5,1.484318,4.32
20181012T1200,32.9592,0.0,29.0,1011.9,2.9024127,4.68
20181012T1300,33.429203,0.0,28.0,1011.3,3.7064266,5.04
20181012T1400,33.639202,0.0,27.0,1010.3,4.3349743,6.4799995
20181012T1500,33.6092,0.0,26.0,1009.4,5.495161,7.92
20181012T1600,33.299202,0.0,26.0,1009.3,6.379216,9.36
20181012T1700,30.729198,0.0,30.0,1010.3,4.802999,7.5599995
20181012T1800,29.9592,0.0,32.0,1010.6,6.12,7.5599995
20181012T1900,29.4392,0.0,33.0,1011.0,6.28713,8.28
20181012T2000,28.829199,0.0,35.0,1011.7,6.151683,9.72
20181012T2100,28.1192,0.0,37.0,1012.4,6.489992,11.159999
20181012T2200,27.3392,0.0,39.0,1012.4,6.6185193,8.28
20181012T2300,26.569199,0.0,41.0,1012.4,6.9527545,9.72
20181013T0000,25.7992,0.0,43.0,1012.5,7.0911775,10.08
20181013T0100,25.0892,0.0,44.0,1012.6,7.10031,10.440001
20181013T0200,24.399199,0.0,46.0,1012.4,6.989936,10.440001
20181013T0300,23.7592,0.0,47.0,1012.1,6.638072,10.08
20181013T0400,23.149199,0.0,49.0,1012.3,6.638072,9.72
20181013T0500,22.559198,0.0,51.0,1012.9,5.8048253,8.28
20181013T0600,21.989199,0.0,54.0,1013.3,4.6800003,10.440001
20181013T0700,22.419199,0.0,55.0,1013.9,2.9024127,5.3999996
20181013T0800,24.8392,0.0,53.0,1014.5,0.71999997,2.52
20181013T0900,27.5992,0.0,44.0,1014.9,1.5273507,0.71999997
20181013T1000,29.569199,0.0,36.0,1014.5,2.3051248,6.12
20181013T1100,30.5992,0.0,29.0,1013.9,10.233123,11.879999
20181013T1200,31.2992,0.0,27.0,1013.2,11.457958,13.32
20181013T1300,31.809198,0.0,26.0,1012.6,12.261157,14.4
20181013T1400,31.9992,0.0,25.0,1011.5,12.979984,15.119999
20181013T1500,31.899199,0.0,25.0,1010.5,13.363711,15.84
20181013T1600,31.4692,0.0,26.0,1010.3,12.904882,16.199999
20181013T1700,30.1392,0.0,26.0,1010.8,10.799999,19.08
20181013T1800,29.059198,0.0,29.0,1011.0,8.39657,15.84
20181013T1900,28.499199,0.0,30.0,1011.2,7.10031,15.119999
20181013T2000,27.8492,0.0,31.0,1011.6,5.00128,13.32
20181013T2100,27.319199,0.0,32.0,1011.9,4.1046314,11.879999
20181013T2200,26.9392,0.0,32.0,1011.7,3.219938,9.72
20181013T2300,26.569199,0.0,32.0,1011.6,3.6179552,8.28
