location,Mumbai,Mumbai,Mumbai,Mumbai,Mumbai,Mumbai
lat,19.04972,19.04972,19.04972,19.04972,19.04972,19.04972
lon,72.87594,72.87594,72.87594,72.87594,72.87594,72.87594
asl,6.200,6.200,6.200,6.200,6.200,6.200
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Mumbai Temperature [2 m elevation corrected],Mumbai Precipitation Total,Mumbai Relative Humidity [2 m],Mumbai Mean Sea Level Pressure [MSL],Mumbai Wind Speed [10 m],Mumbai Wind Gust
20181005T2000,30.0583,0.0,66.0,1008.4,13.237038,17.28
20181005T2100,29.8483,0.0,68.0,1008.8,10.1887,14.04
20181005T2200,29.5783,0.0,69.0,1009.1,8.647496,12.959999
20181005T2300,28.9883,0.0,73.0,1009.1,8.225035,15.84
20181006T0000,28.608301,0.0,73.0,1009.0,8.161764,16.199999
20181006T0100,28.278301,0.0,71.0,1008.6,8.714677,19.8
20181006T0200,27.8783,0.0,71.0,1008.1,8.287822,18.359999
20181006T0300,27.5983,0.0,71.0,1007.8,7.42159,15.119999
20181006T0400,27.3383,0.0,72.0,1008.0,7.42159,16.56
20181006T0500,27.0083,0.0,73.0,1008.8,7.7043357,24.48
20181006T0600,26.5483,0.0,74.0,1009.3,8.287822,15.4800005
20181006T0700,27.0583,0.0,73.0,1010.2,8.534353,12.599999
20181006T0800,29.3183,0.0,63.0,1010.9,8.64,23.4
20181006T0900,31.518301,0.0,57.0,1011.4,10.1887,17.28
20181006T1000,33.0883,0.0,52.0,1011.4,9.585739,13.32
20181006T1100,34.1183,0.0,49.0,1010.5,7.42159,13.679999
20181006T1200,34.8283,0.0,48.0,1009.8,4.68,15.4800005
20181006T1300,35.0283,0.0,49.0,1008.9,5.634891,19.44
20181006T1400,34.6283,0.0,51.0,1008.3,9.779817,20.519999
20181006T1500,33.9983,0.0,53.0,1007.7,12.522619,22.319998
20181006T1600,33.0283,0.0,56.0,1007.6,13.708391,21.96
20181006T1700,32.2383,0.0,59.0,1006.8,19.734436,23.759998
20181006T1800,30.938301,0.0,62.0,1007.1,17.873556,27.359999
20181006T1900,30.4483,0.0,65.0,1007.3,16.981165,17.28
20181006T2000,30.0083,0.0,70.0,1007.7,14.904173,15.4800005
20181006T2100,29.7383,0.0,73.0,1008.2,10.691453,17.64
20181006T2200,29.4683,0.0,77.0,1008.5,6.9153743,11.5199995
20181006T2300,29.1983,0.0,80.0,1008.3,5.1165614,10.440001
20181007T0000,28.9683,0.0,82.0,1008.1,3.219938,9.72
20181007T0100,28.7383,0.0,84.0,1007.7,1.5273507,10.08
20181007T0200,28.4783,0.0,85.0,1007.4,3.8939953,5.3999996
20181007T0300,28.1783,0.0,87.0,1007.2,4.8433046,5.7599998
20181007T0400,27.9083,0.0,88.0,1007.4,5.815978,10.440001
20181007T0500,27.5883,0.0,89.0,1008.1,7.2,20.880001
20181007T0600,27.3083,0.0,85.0,1008.6,7.9932976,23.759998
20181007T0700,28.0783,0.0,74.0,1009.2,9.178235,25.919998
20181007T0800,29.8383,0.0,62.0,1009.8,9.3669195,24.119999
20181007T0900,31.6183,0.0,56.0,1010.1,10.829958,18.72
20181007T1000,33.068302,0.0,52.0,1010.2,11.304229,17.28
20181007T1100,34.2183,0.0,49.0,1009.7,9.957108,15.119999
20181007T1200,35.1083,0.0,46.0,1009.3,5.1919937,9.0
20181007T1300,35.5783,0.0,43.0,1008.6,0.8049845,11.879999
20181007T1400,35.4383,0.0,43.0,1007.6,4.510787,15.4800005
20181007T1500,34.9183,0.0,45.0,1006.7,8.373386,16.919998
20181007T1600,34.0183,0.0,49.0,1006.4,11.503113,18.0
20181007T1700,33.2983,0.0,56.0,1006.2,17.377226,20.880001
20181007T1800,31.018301,0.0,63.0,1006.6,20.523157,19.44
20181007T1900,30.7483,0.0,61.0,1006.9,20.746122,18.359999
20181007T2000,30.4083,0.0,63.0,1007.5,16.418526,15.4800005
20181007T2100,29.9483,0.0,69.0,1008.1,11.183201,12.959999
20181007T2200,29.6583,0.0,73.0,1008.6,6.5693827,9.36
20181007T2300,29.438301,0.0,77.0,1008.4,6.489992,7.5599995
20181008T0000,29.1783,0.0,81.0,1008.4,7.5685663,7.5599995
20181008T0100,28.688301,0.0,86.0,1008.1,9.3876505,7.5599995
20181008T0200,28.2283,0.0,89.0,1007.7,10.538843,10.440001
20181008T0300,28.2183,0.0,87.0,1007.5,10.390226,11.159999
20181008T0400,28.2383,0.0,84.0,1007.6,9.6932955,12.24
20181008T0500,28.0983,0.0,85.0,1008.2,8.654986,12.24
20181008T0600,27.8683,0.0,87.0,1008.6,7.754637,15.84
20181008T0700,28.4983,0.0,83.0,1009.3,7.42159,12.24
20181008T0800,29.8483,0.0,73.0,1009.9,10.464798,12.599999
20181008T0900,31.0583,0.0,67.0,1010.2,9.779817,11.159999
20181008T1000,32.1083,0.0,61.0,1010.2,9.178235,18.359999
20181008T1100,32.7483,0.0,60.0,1009.5,9.19939,16.199999
20181008T1200,33.1783,0.0,59.0,1009.1,8.161764,15.84
20181008T1300,33.4183,0.0,59.0,1008.3,10.30883,17.64
20181008T1400,33.4983,0.0,58.0,1007.6,12.783802,19.8
20181008T1500,33.2883,0.0,58.0,1007.0,14.044615,20.519999
20181008T1600,32.6483,0.0,61.0,1006.5,14.561099,15.119999
20181008T1700,31.3383,0.0,66.0,1006.4,18.0036,17.28
20181008T1800,30.1683,0.0,73.0,1006.7,14.081478,15.4800005
20181008T1900,29.608301,0.0,77.0,1007.1,9.9571085,11.5199995
20181008T2000,29.3783,0.0,78.0,1007.8,5.6920996,9.0
20181008T2100,29.268301,0.0,75.0,1008.4,2.8116899,4.68
20181008T2200,29.018301,0.0,78.0,1008.7,1.0182338,4.32
20181008T2300,28.7083,0.0,81.0,1008.6,2.968636,2.16
20181009T0000,28.4083,0.0,84.0,1008.6,3.7064266,2.52
20181009T0100,28.1183,0.0,86.0,1008.4,3.396233,2.16
20181009T0200,27.8283,0.0,88.0,1008.0,2.9024127,2.16
20181009T0300,27.5583,0.0,90.0,1007.6,2.3051248,3.2399998
20181009T0400,27.3483,0.0,92.0,1007.7,2.6208394,4.68
20181009T0500,27.2083,0.0,93.0,1008.3,3.9763298,5.04
20181009T0600,27.0783,0.0,93.0,1008.6,3.6179552,4.68
20181009T0700,27.8383,0.0,89.0,1009.3,4.0249224,5.7599998
20181009T0800,28.7583,0.0,81.0,1010.1,5.7599998,5.3999996
20181009T0900,29.7483,0.0,75.0,1010.5,6.28713,4.68
20181009T1000,30.8883,0.0,69.0,1010.4,6.1094027,5.7599998
20181009T1100,31.8083,0.0,64.0,1009.7,7.8954163,8.28
20181009T1200,32.4083,0.0,62.0,1009.3,10.483357,10.440001
20181009T1300,32.7183,0.0,60.0,1008.4,11.570515,11.5199995
20181009T1400,32.7683,0.0,60.0,1007.8,11.966953,11.5199995
20181009T1500,32.5383,0.0,60.0,1007.1,12.904882,11.159999
20181009T1600,31.7383,0.0,64.0,1006.9,14.168641,12.599999
20181009T1700,31.0483,0.0,66.0,1007.2,16.327497,14.759999
20181009T1800,29.8683,0.0,71.0,1007.5,14.145756,16.56
20181009T1900,29.3783,0.0,74.0,1007.9,11.726277,12.599999
20181009T2000,29.0983,0.0,77.0,1008.6,7.5685663,9.0
20181009T2100,28.8883,0.0,78.0,1009.3,4.5820518,6.8399997
20181009T2200,28.5883,0.0,81.0,1009.6,2.5455842,4.68
20181009T2300,28.2483,0.0,84.0,1009.5,1.0182338,5.04
20181010T0000,27.9583,0.0,86.0,1009.6,1.08,4.68
20181010T0100,27.6683,0.0,88.0,1009.4,1.4399999,1.4399999
20181010T0200,27.3483,0.0,90.0,1008.9,1.4399999,6.12
20181010T0300,27.0583,0.0,91.0,1008.6,2.16,6.12
20181010T0400,26.8383,0.0,92.0,1008.8,2.4149535,7.2
20181010T0500,26.7183,0.0,92.0,1009.4,3.096837,7.5599995
20181010T0600,26.5883,0.0,92.0,1009.9,2.5455842,7.5599995
20181010T0700,26.7583,0.0,91.0,1010.6,2.5959969,7.2
20181010T0800,27.4183,0.0,88.0,1011.3,1.9386592,6.4799995
20181010T0900,28.268301,0.0,81.0,1011.6,0.8049845,4.68
20181010T1000,29.6183,0.0,74.0,1011.5,3.4152596,7.92
20181010T1100,31.028301,0.0,66.0,1010.5,8.373386,12.959999
20181010T1200,31.8383,0.0,61.0,1009.9,11.269782,16.56
20181010T1300,32.1083,0.0,61.0,1008.9,13.53236,18.0
20181010T1400,31.8883,0.0,62.0,1008.2,15.192682,19.08
20181010T1500,31.3183,0.0,65.0,1007.5,15.9134655,18.72
20181010T1600,30.5483,0.0,69.0,1007.4,16.981165,17.64
20181010T1700,30.9683,0.0,65.0,1007.2,16.92383,16.919998
20181010T1800,29.8883,0.0,71.0,1007.5,14.372974,19.08
20181010T1900,29.2883,0.0,77.0,1007.8,14.039999,18.72
20181010T2000,28.9083,0.0,81.0,1008.1,12.57426,15.84
20181010T2100,28.5783,0.0,84.0,1008.6,10.630672,14.759999
20181010T2200,28.2983,0.0,87.0,1008.9,9.290511,13.32
20181010T2300,28.1383,0.0,88.0,1009.0,8.913181,12.24
20181011T0000,28.1383,0.0,86.0,1009.3,8.78872,11.879999
20181011T0100,28.0583,0.0,86.0,1009.2,7.754637,11.159999
20181011T0200,27.6683,0.0,86.0,1008.9,7.2805495,10.799999
20181011T0300,27.5083,0.0,85.0,1008.7,5.8603754,11.159999
20181011T0400,27.1983,0.0,86.0,1008.7,4.8433046,10.440001
20181011T0500,26.9083,0.0,87.0,1009.2,5.4119864,10.799999
20181011T0600,26.5783,0.0,89.0,1009.4,5.506941,13.679999
20181011T0700,26.7283,0.0,88.0,1010.0,5.6920996,14.04
20181011T0800,27.1483,0.0,86.0,1010.6,4.0249224,11.5199995
20181011T0900,28.0483,0.0,81.0,1011.0,0.71999997,9.0
20181011T1000,29.4983,0.0,76.0,1010.8,4.68,10.440001
20181011T1100,30.9183,0.0,68.0,1009.9,8.759178,12.24
20181011T1200,31.6983,0.0,65.0,1009.3,11.720751,14.04
20181011T1300,32.0183,0.0,62.0,1008.5,13.708391,14.759999
20181011T1400,31.8283,0.0,63.0,1007.8,14.658676,15.84
20181011T1500,31.1783,0.0,66.0,1007.3,14.693999,16.56
20181011T1600,30.3483,0.0,70.0,1007.0,14.386494,15.84
20181011T1700,31.1383,0.0,64.0,1007.3,14.003029,14.759999
20181011T1800,30.0583,0.0,70.0,1007.6,11.27553,15.119999
20181011T1900,29.4283,0.0,75.0,1007.9,9.904906,14.4
20181011T2000,29.018301,0.0,79.0,1008.3,8.854829,11.879999
20181011T2100,28.6683,0.0,83.0,1008.8,7.7879906,12.24
20181011T2200,28.358301,0.0,86.0,1009.1,7.8954163,13.32
20181011T2300,28.2483,0.0,84.0,1009.1,7.653705,12.959999
20181012T0000,27.9183,0.0,86.0,1009.2,6.792466,11.879999
20181012T0100,27.528301,0.0,90.0,1009.2,6.28713,9.72
20181012T0200,27.2283,0.0,92.0,1008.9,6.12,10.440001
20181012T0300,27.1683,0.0,91.0,1008.6,5.3517847,11.879999
20181012T0400,26.8483,0.0,91.0,1008.7,5.315336,11.159999
20181012T0500,26.4483,0.0,91.0,1009.4,6.9899354,13.32
20181012T0600,26.0383,0.0,91.0,1009.9,6.87779,14.4
20181012T0700,26.1483,0.0,89.0,1010.6,6.4799995,14.759999
20181012T0800,27.0783,0.0,83.0,1011.2,5.0528407,12.599999
20181012T0900,28.4983,0.0,76.0,1011.5,2.5959969,9.36
20181012T1000,30.3983,0.0,69.0,1011.3,2.2768397,8.64
20181012T1100,32.0783,0.0,61.0,1010.4,5.0911684,11.5199995
20181012T1200,33.3583,0.0,55.0,1009.7,7.2,13.32
20181012T1300,33.8783,0.0,54.0,1008.9,9.0,11.5199995
20181012T1400,33.8283,0.0,56.0,1008.2,10.464797,13.679999
20181012T1500,32.6083,0.0,64.0,1007.6,13.797913,16.199999
20181012T1600,31.2983,0.0,69.0,1007.5,14.84318,15.4800005
20181012T1700,31.3483,0.0,61.0,1007.8,17.373497,16.919998
20181012T1800,30.0483,0.0,67.0,1008.0,15.192682,20.880001
20181012T1900,29.358301,0.0,72.0,1008.3,13.608762,20.519999
20181012T2000,29.0883,0.0,74.0,1008.8,10.195057,17.64
20181012T2100,28.7183,0.0,78.0,1009.3,6.696387,12.959999
20181012T2200,28.2983,0.0,85.0,1009.7,3.319036,11.159999
20181012T2300,27.8883,0.0,90.0,1009.7,1.4399999,9.72
20181013T0000,27.7183,0.0,91.0,1009.8,0.5091169,6.8399997
20181013T0100,27.358301,0.0,88.0,1009.8,1.5273507,8.28
20181013T0200,27.1983,0.0,90.0,1009.5,2.5959969,10.08
20181013T0300,27.278301,0.0,90.0,1009.4,3.0547013,9.36
20181013T0400,27.0383,0.0,91.0,1009.6,1.835647,9.0
20181013T0500,26.8483,0.0,89.0,1010.2,2.5959969,8.28
20181013T0600,26.5383,0.0,89.0,1010.7,3.671294,7.5599995
20181013T0700,26.8183,0.0,88.0,1011.4,5.04,8.28
20181013T0800,27.5083,0.0,84.0,1012.0,5.4477882,7.2
20181013T0900,29.0683,0.0,76.0,1012.3,3.4152596,9.36
20181013T1000,31.1283,0.0,66.0,1012.1,1.9386592,9.36
20181013T1100,32.9283,0.0,54.0,1011.3,3.4152596,7.5599995
20181013T1200,33.9883,0.0,51.0,1010.7,3.396233,9.72
20181013T1300,34.8883,0.0,46.0,1010.0,4.452954,9.36
20181013T1400,35.4183,0.0,42.0,1009.2,7.754637,11.879999
20181013T1500,34.9683,0.0,45.0,1008.5,12.0694,15.4800005
20181013T1600,33.1683,0.0,56.0,1008.4,15.111424,15.4800005
20181013T1700,31.8483,0.0,55.0,1009.5,15.978484,17.28
20181013T1800,30.2983,0.0,61.0,1009.6,12.904882,18.0
20181013T1900,29.5383,0.0,65.0,1010.0,11.480557,17.64
20181013T2000,29.0683,0.0,70.0,1010.5,7.928177,12.24
20181013T2100,28.6383,0.0,75.0,1011.0,3.96,10.799999
20181013T2200,28.1583,0.0,78.0,1011.4,3.671294,8.28
20181013T2300,27.6783,0.0,80.0,1011.3,4.2136917,8.28
20181014T0000,27.2583,0.0,82.0,1011.3,4.39436,5.3999996
20181014T0100,26.8683,0.0,84.0,1011.1,4.3349743,5.3999996
20181014T0200,26.5083,0.0,86.0,1010.8,4.072935,6.4799995
20181014T0300,26.2183,0.0,87.0,1010.6,3.319036,5.7599998
20181014T0400,26.0083,0.0,87.0,1010.8,2.4149535,3.2399998
20181014T0500,25.858301,0.0,87.0,1011.6,2.0991426,2.8799999
20181014T0600,25.7283,0.0,86.0,1012.1,1.5273507,2.52
20181014T0700,26.4683,0.0,81.0,1012.7,2.5455842,5.04
20181014T0800,27.9783,0.0,72.0,1013.3,2.7416782,7.5599995
20181014T0900,29.7583,0.0,62.0,1013.7,2.1897945,5.04
20181014T1000,31.528301,0.0,53.0,1013.6,1.5273507,4.32
20181014T1100,32.8983,0.0,48.0,1013.0,4.2136917,7.2
20181014T1200,33.6583,0.0,46.0,1012.4,7.289444,9.0
20181014T1300,33.8583,0.0,46.0,1011.7,9.422101,11.159999
20181014T1400,33.728302,0.0,48.0,1010.9,12.371645,12.24
20181014T1500,33.0583,0.0,52.0,1010.2,15.111424,13.32
20181014T1600,31.6483,0.0,58.0,1009.9,15.463244,15.119999
20181014T1700,31.7083,0.0,50.0,1010.1,13.237039,13.32
20181014T1800,30.1583,0.0,58.0,1010.2,9.983106,14.759999
20181014T1900,29.3183,0.0,64.0,1010.6,8.39657,12.599999
20181014T2000,28.8783,0.0,69.0,1011.1,6.9153743,11.879999
20181014T2100,28.5083,0.0,74.0,1011.7,3.8939953,9.72
20181014T2200,28.0983,0.0,80.0,1011.9,1.609969,7.92
20181014T2300,27.7583,0.0,81.0,1011.7,2.16,9.0
20181015T0000,27.278301,0.0,89.0,1011.8,2.7416782,5.7599998
20181015T0100,26.938301,0.0,90.0,1011.6,2.2768397,6.8399997
20181015T0200,26.608301,0.0,91.0,1011.2,1.4399999,7.2
20181015T0300,26.2583,0.0,92.0,1010.8,1.609969,6.12
20181015T0400,25.7483,0.0,94.0,1010.9,1.2979984,7.92
20181015T0500,25.358301,0.0,94.0,1011.5,1.9386592,11.159999
20181015T0600,24.8983,0.0,94.0,1011.9,3.319036,12.24
20181015T0700,24.9183,0.0,91.0,1012.5,3.9763298,10.08
20181015T0800,26.6783,0.0,80.0,1013.2,3.9763298,10.08
20181015T0900,29.4583,0.0,67.0,1013.4,3.6,7.5599995
20181015T1000,32.2683,0.0,50.0,1013.2,4.802999,7.5599995
20181015T1100,34.0283,0.0,41.0,1012.3,4.379589,10.08
20181015T1200,34.9683,0.0,39.0,1011.5,4.3349743,10.440001
20181015T1300,35.3883,0.0,39.0,1010.8,5.8048253,9.72
20181015T1400,35.1783,0.0,41.0,1010.2,9.983106,13.32
20181015T1500,33.9683,0.0,48.0,1009.6,14.986553,16.199999
20181015T1600,32.4083,0.0,54.0,1009.6,17.31746,15.84
20181015T1700,31.8183,0.0,52.0,1009.7,16.279802,18.0
20181015T1800,30.2283,0.0,56.0,1009.9,15.124284,18.359999
20181015T1900,29.5983,0.0,59.0,1010.4,13.783817,16.56
20181015T2000,29.1183,0.0,65.0,1010.8,10.464797,15.119999
20181015T2100,28.5983,0.0,71.0,1011.3,7.42159,12.599999
20181015T2200,28.0783,0.0,76.0,1011.6,5.315336,13.32
20181015T2300,27.6483,0.0,78.0,1011.6,3.396233,9.36
