location,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad,Ahmedabad
lat,23.04292,23.04292,23.04292,23.04292,23.04292,23.04292
lon,72.54681,72.54681,72.54681,72.54681,72.54681,72.54681
asl,55.400,55.400,55.400,55.400,55.400,55.400
variable,Temperature,Precipitation Total,Relative Humidity,Mean Sea Level Pressure,Wind Speed,Wind Gust
unit,°C,mm,%,hPa,km/h,km/h
level,2 m elevation corrected,sfc,2 m,MSL,10 m,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None
timestamp,Ahmedabad Temperature [2 m elevation corrected],Ahmedabad Precipitation Total,Ahmedabad Relative Humidity [2 m],Ahmedabad Mean Sea Level Pressure [MSL],Ahmedabad Wind Speed [10 m],Ahmedabad Wind Gust
20181004T0100,30.3561,0.0,51.0,1009.3,6.162207,6.4799995
20181004T0200,29.9461,0.0,53.0,1008.9,5.1919937,6.12
20181004T0300,29.5261,0.0,55.0,1008.6,3.7064266,10.440001
20181004T0400,29.2661,0.0,56.0,1008.7,2.7416782,8.64
20181004T0500,29.046099,0.0,56.0,1009.3,3.96,6.8399997
20181004T0600,28.636099,0.0,57.0,1009.8,5.0142193,5.7599998
20181004T0700,28.546099,0.0,58.0,1010.3,6.1094027,9.0
20181004T0800,30.4161,0.0,55.0,1011.1,2.9024127,3.96
20181004T0900,32.9261,0.0,45.0,1011.5,2.4149535,3.6
20181004T1000,34.7761,0.0,41.0,1011.3,1.0182338,4.32
20181004T1100,36.0061,0.0,36.0,1010.5,3.096837,7.92
20181004T1200,37.076103,0.0,27.0,1009.9,3.219938,6.8399997
20181004T1300,37.716103,0.0,24.0,1009.4,2.4149535,6.8399997
20181004T1400,37.9761,0.0,24.0,1008.6,1.9386592,6.4799995
20181004T1500,37.9061,0.0,24.0,1007.9,2.4149535,6.4799995
20181004T1600,37.6361,0.0,25.0,1007.6,2.9024127,6.8399997
20181004T1700,35.4261,0.0,36.0,1008.3,1.08,2.52
20181004T1800,34.7261,0.0,37.0,1008.4,3.4152596,5.04
20181004T1900,34.3161,0.0,38.0,1008.5,5.1544156,6.4799995
20181004T2000,33.806103,0.0,40.0,1009.0,4.802999,7.5599995
20181004T2100,33.5261,0.0,41.0,1009.6,4.1046314,7.5599995
20181004T2200,33.0261,0.0,42.0,1009.9,3.4152596,7.5599995
20181004T2300,32.6361,0.0,43.0,1009.9,2.0364676,6.12
20181005T0000,32.326103,0.0,44.0,1009.9,2.6208394,5.3999996
20181005T0100,31.8561,0.0,45.0,1009.8,4.6102495,5.3999996
20181005T0200,31.386099,0.0,45.0,1009.4,6.1094027,6.4799995
20181005T0300,30.4361,0.0,47.0,1009.1,7.386582,8.28
20181005T0400,29.386099,0.0,50.0,1009.3,7.928177,10.08
20181005T0500,28.5861,0.0,52.0,1010.1,7.7879906,11.159999
20181005T0600,27.9961,0.0,53.0,1010.7,7.5685663,14.4
20181005T0700,28.5161,0.0,52.0,1011.4,7.729527,15.84
20181005T0800,31.0961,0.0,46.0,1012.1,8.373386,12.959999
20181005T0900,33.556103,0.0,41.0,1012.5,11.183201,12.959999
20181005T1000,35.5961,0.0,35.0,1012.3,12.181625,12.599999
20181005T1100,36.716103,0.0,31.0,1011.5,12.313894,13.679999
20181005T1200,37.1861,0.0,29.0,1011.0,10.703569,12.959999
20181005T1300,37.4961,0.0,28.0,1010.6,9.1641035,12.24
20181005T1400,37.736103,0.0,28.0,1009.7,7.729527,11.5199995
20181005T1500,37.626102,0.0,28.0,1008.9,6.2145634,10.440001
20181005T1600,37.4061,0.0,28.0,1008.6,6.8399997,11.159999
20181005T1700,36.9261,0.0,28.0,1008.3,5.0911684,7.5599995
20181005T1800,36.106102,0.0,29.0,1008.2,4.1046314,6.4799995
20181005T1900,35.7261,0.0,30.0,1008.4,3.4152596,5.7599998
20181005T2000,35.146103,0.0,32.0,1008.8,3.4152596,6.12
20181005T2100,34.5961,0.0,33.0,1009.4,3.671294,6.8399997
20181005T2200,33.9561,0.0,35.0,1009.8,4.3349743,7.92
20181005T2300,33.1861,0.0,36.0,1009.9,5.04,8.64
20181006T0000,32.3661,0.0,38.0,1010.0,5.771239,9.36
20181006T0100,31.6461,0.0,39.0,1009.8,6.638072,10.08
20181006T0200,30.726099,0.0,41.0,1009.4,7.172949,10.08
20181006T0300,29.8161,0.0,43.0,1009.0,7.754637,10.08
20181006T0400,29.0161,0.0,45.0,1009.2,7.8954163,10.08
20181006T0500,28.3461,0.0,46.0,1009.9,8.225035,10.799999
20181006T0600,27.7661,0.0,48.0,1010.4,8.427383,11.159999
20181006T0700,28.1061,0.0,48.0,1011.1,8.654986,12.24
20181006T0800,30.466099,0.0,45.0,1012.0,5.506941,8.28
20181006T0900,33.2661,0.0,40.0,1012.6,7.6367526,8.28
20181006T1000,35.736103,0.0,33.0,1012.5,7.42159,7.5599995
20181006T1100,37.0261,0.0,29.0,1011.7,5.3517847,4.68
20181006T1200,37.6861,0.0,25.0,1011.1,4.32,4.32
20181006T1300,38.2261,0.0,24.0,1010.4,3.4152596,4.32
20181006T1400,38.376102,0.0,24.0,1009.4,3.8939953,4.68
20181006T1500,38.396103,0.0,23.0,1008.5,4.198285,5.04
20181006T1600,38.1761,0.0,23.0,1008.1,4.39436,5.7599998
20181006T1700,37.7561,0.0,21.0,1007.6,6.989936,10.799999
20181006T1800,36.8461,0.0,23.0,1007.8,5.0911684,8.28
20181006T1900,36.2961,0.0,24.0,1008.1,3.5455887,6.12
20181006T2000,35.7661,0.0,25.0,1008.7,3.319036,5.3999996
20181006T2100,35.2061,0.0,26.0,1009.2,4.072935,5.7599998
20181006T2200,34.4961,0.0,27.0,1009.4,4.8965297,7.2
20181006T2300,33.5861,0.0,29.0,1009.2,4.8433046,8.28
20181007T0000,32.576103,0.0,31.0,1009.3,4.8965297,9.0
20181007T0100,31.5761,0.0,33.0,1009.4,4.829907,9.0
20181007T0200,30.6861,0.0,35.0,1009.0,4.3349743,7.92
20181007T0300,29.9161,0.0,37.0,1008.7,4.452954,6.4799995
20181007T0400,29.2461,0.0,38.0,1008.9,5.991594,5.3999996
20181007T0500,28.2661,0.0,40.0,1009.6,8.161764,3.6
20181007T0600,27.0061,0.0,42.0,1010.3,8.404285,2.52
20181007T0700,27.0861,0.0,43.0,1010.9,8.404285,5.04
20181007T0800,29.2761,0.0,42.0,1011.6,3.8268526,2.52
20181007T0900,32.556103,0.0,35.0,1011.9,4.0249224,4.68
20181007T1000,35.1361,0.0,29.0,1011.8,3.0758414,3.6
20181007T1100,36.8861,0.0,25.0,1011.0,2.5959969,4.32
20181007T1200,37.8661,0.0,23.0,1010.3,1.835647,5.04
20181007T1300,38.5061,0.0,21.0,1009.6,2.52,9.72
20181007T1400,38.806103,0.0,20.0,1008.6,3.0758414,6.8399997
20181007T1500,38.856102,0.0,19.0,1007.7,2.6208394,6.4799995
20181007T1600,38.5961,0.0,19.0,1007.3,2.2768397,9.0
20181007T1700,37.8861,0.0,20.0,1007.5,5.771239,11.5199995
20181007T1800,37.0061,0.0,21.0,1007.7,5.0528407,9.0
20181007T1900,36.356102,0.0,23.0,1008.0,4.452954,7.92
20181007T2000,35.6161,0.0,24.0,1008.6,4.6800003,9.72
20181007T2100,34.7261,0.0,26.0,1009.2,5.4833565,11.879999
20181007T2200,33.6761,0.0,28.0,1009.5,6.489992,13.32
20181007T2300,32.646103,0.0,30.0,1009.4,6.489992,14.4
20181008T0000,31.6961,0.0,32.0,1009.5,6.489992,14.4
20181008T0100,30.8561,0.0,33.0,1009.4,6.6185193,13.679999
20181008T0200,30.1161,0.0,34.0,1008.9,6.6185193,13.32
20181008T0300,29.4461,0.0,35.0,1008.5,6.830519,12.599999
20181008T0400,28.7561,0.0,37.0,1008.4,7.342588,12.959999
20181008T0500,27.9061,0.0,39.0,1009.0,7.5942073,13.679999
20181008T0600,26.976099,0.0,41.0,1009.4,7.5942073,13.32
20181008T0700,26.876099,0.0,44.0,1009.9,8.225035,12.24
20181008T0800,28.956099,0.0,44.0,1010.6,4.8965297,9.72
20181008T0900,32.2761,0.0,37.0,1011.0,3.219938,5.7599998
20181008T1000,34.856102,0.0,31.0,1010.9,0.5091169,4.32
20181008T1100,36.6361,0.0,27.0,1010.1,2.4149535,9.0
20181008T1200,37.6761,0.0,23.0,1009.4,3.396233,9.72
20181008T1300,38.3661,0.0,20.0,1008.7,4.2136917,9.36
20181008T1400,38.626102,0.0,20.0,1007.6,4.0249224,6.12
20181008T1500,38.5861,0.0,19.0,1006.7,4.379589,6.12
20181008T1600,38.376102,0.0,19.0,1006.3,4.452954,6.4799995
20181008T1700,37.4761,0.0,22.0,1006.8,3.396233,7.92
20181008T1800,36.6361,0.0,23.0,1007.0,3.6179552,6.12
20181008T1900,36.0661,0.0,24.0,1007.1,3.9763298,5.7599998
20181008T2000,35.446102,0.0,25.0,1007.4,4.379589,6.8399997
20181008T2100,34.7761,0.0,26.0,1007.7,4.73506,7.92
20181008T2200,34.0261,0.0,27.0,1008.0,5.0528407,9.0
20181008T2300,33.1761,0.0,29.0,1007.8,5.4119864,10.440001
20181009T0000,32.306103,0.0,31.0,1007.9,5.5887027,10.440001
20181009T0100,31.4961,0.0,32.0,1007.9,6.151683,11.5199995
20181009T0200,30.5761,0.0,34.0,1007.4,6.725354,13.679999
20181009T0300,29.6461,0.0,36.0,1007.2,6.849467,10.799999
20181009T0400,28.876099,0.0,39.0,1007.3,6.2145634,13.32
20181009T0500,28.2861,0.0,42.0,1007.9,5.2416787,7.2
20181009T0600,27.9461,0.0,44.0,1008.3,3.671294,7.2
20181009T0700,28.4361,0.0,45.0,1008.6,2.4149535,6.4799995
20181009T0800,30.1861,0.0,42.0,1009.4,1.484318,5.7599998
20181009T0900,32.786102,0.0,37.0,1009.9,2.52,7.2
20181009T1000,35.286102,0.0,31.0,1010.0,5.95906,9.36
20181009T1100,36.7061,0.0,27.0,1009.3,7.4128532,10.08
20181009T1200,37.7061,0.0,23.0,1008.7,8.669949,9.36
20181009T1300,38.3161,0.0,20.0,1008.0,8.049845,6.8399997
20181009T1400,38.4761,0.0,20.0,1007.1,6.725354,8.64
20181009T1500,38.4161,0.0,20.0,1006.2,6.0347,8.28
20181009T1600,38.106102,0.0,20.0,1005.9,6.12,8.28
20181009T1700,37.036102,0.0,23.0,1006.5,3.2399998,6.8399997
20181009T1800,36.076103,0.0,25.0,1006.7,4.452954,6.8399997
20181009T1900,35.3861,0.0,27.0,1007.0,6.638072,8.64
20181009T2000,34.286102,0.0,29.0,1007.5,8.350138,11.879999
20181009T2100,33.0061,0.0,32.0,1008.0,8.64,11.159999
20181009T2200,31.8161,0.0,34.0,1008.3,8.707238,12.24
20181009T2300,30.6661,0.0,36.0,1008.3,8.766573,14.759999
20181010T0000,29.7461,0.0,37.0,1008.4,9.659814,21.599998
20181010T0100,28.9061,0.0,43.0,1008.5,9.511088,25.56
20181010T0200,28.126099,0.0,49.0,1008.1,9.290511,10.440001
20181010T0300,27.796099,0.0,48.0,1007.8,8.714677,10.08
20181010T0400,27.706099,0.0,46.0,1007.9,8.473393,9.72
20181010T0500,27.3361,0.0,46.0,1008.7,7.6367526,20.519999
20181010T0600,26.796099,0.0,48.0,1009.2,6.6185193,9.0
20181010T0700,27.056099,0.0,51.0,1009.7,6.297428,10.08
20181010T0800,28.626099,0.0,53.0,1010.5,9.504272,9.0
20181010T0900,31.6761,0.0,46.0,1011.0,11.681987,12.959999
20181010T1000,33.9561,0.0,36.0,1010.8,13.527572,13.679999
20181010T1100,35.7461,0.0,31.0,1009.9,11.435313,12.599999
20181010T1200,36.8661,0.0,26.0,1009.2,6.4096174,8.28
20181010T1300,37.536102,0.0,24.0,1008.4,4.73506,5.7599998
20181010T1400,37.826103,0.0,23.0,1007.3,4.3349743,6.8399997
20181010T1500,37.9161,0.0,22.0,1006.4,4.32,6.4799995
20181010T1600,37.6661,0.0,22.0,1006.1,4.1046314,6.12
20181010T1700,37.3861,0.0,22.0,1005.9,8.161764,8.64
20181010T1800,36.3361,0.0,24.0,1006.1,7.7043357,7.5599995
20181010T1900,35.376102,0.0,26.0,1006.4,7.42159,11.5199995
20181010T2000,34.2461,0.0,27.0,1007.0,8.12197,12.959999
20181010T2100,33.2261,0.0,28.0,1007.5,8.4042845,12.959999
20181010T2200,32.556103,0.0,29.0,1007.7,7.6367526,11.879999
20181010T2300,31.8661,0.0,30.0,1007.7,6.12,11.159999
20181011T0000,31.056099,0.0,32.0,1007.9,5.4477882,12.24
20181011T0100,30.206099,0.0,36.0,1008.1,6.130579,16.199999
20181011T0200,29.3661,0.0,38.0,1007.9,6.9899354,12.959999
20181011T0300,28.6061,0.0,39.0,1007.6,7.729527,15.4800005
20181011T0400,27.7461,0.0,45.0,1007.8,7.7879906,17.28
20181011T0500,26.9961,0.0,51.0,1008.5,7.491114,25.56
20181011T0600,26.2861,0.0,56.0,1009.0,6.696387,25.199999
20181011T0700,26.556099,0.0,60.0,1009.3,6.696387,27.72
20181011T0800,28.706099,0.0,58.0,1010.0,9.957108,16.56
20181011T0900,31.2461,0.0,44.0,1010.4,16.055355,16.56
20181011T1000,33.646103,0.0,32.0,1010.1,15.546833,18.0
20181011T1100,35.5861,0.0,26.0,1009.3,14.003028,14.04
20181011T1200,37.0861,0.0,22.0,1008.6,12.538134,10.799999
20181011T1300,38.0161,0.0,19.0,1007.9,10.948973,9.0
20181011T1400,38.3661,0.0,18.0,1007.0,9.449572,9.72
20181011T1500,38.4261,0.0,18.0,1006.2,8.891344,9.0
20181011T1600,38.1661,0.0,17.0,1006.0,8.699793,10.799999
20181011T1700,37.3461,0.0,22.0,1006.5,1.4399999,5.3999996
20181011T1800,36.5861,0.0,23.0,1006.7,2.2768397,3.6
20181011T1900,35.986103,0.0,25.0,1007.0,3.7585104,6.8399997
20181011T2000,35.2961,0.0,25.0,1007.6,5.4119864,9.0
20181011T2100,34.2661,0.0,26.0,1008.1,6.924738,9.72
20181011T2200,33.356102,0.0,26.0,1008.5,7.0911775,10.08
20181011T2300,32.4761,0.0,27.0,1008.5,6.638072,12.959999
20181012T0000,31.4861,0.0,29.0,1008.6,5.904439,13.32
20181012T0100,30.5261,0.0,31.0,1008.7,5.991594,15.84
20181012T0200,29.5161,0.0,33.0,1008.4,6.489992,14.04
20181012T0300,28.5161,0.0,36.0,1008.2,6.696387,15.84
20181012T0400,27.5761,0.0,38.0,1008.4,7.7043357,19.44
20181012T0500,26.8561,0.0,40.0,1009.1,7.7879906,14.4
20181012T0600,26.2561,0.0,42.0,1009.6,6.9527545,24.119999
20181012T0700,26.5361,0.0,42.0,1010.1,6.28713,18.0
20181012T0800,28.8161,0.0,41.0,1010.8,3.2599385,13.32
20181012T0900,31.2761,0.0,40.0,1011.2,9.36,14.4
20181012T1000,33.9961,0.0,30.0,1011.1,6.924738,7.92
20181012T1100,36.1361,0.0,24.0,1010.4,5.315336,7.92
20181012T1200,37.7661,0.0,19.0,1009.8,3.319036,6.12
20181012T1300,38.3161,0.0,19.0,1009.1,0.71999997,4.68
20181012T1400,38.5061,0.0,19.0,1008.2,0.35999998,3.6
20181012T1500,38.4561,0.0,19.0,1007.5,1.8,4.68
20181012T1600,38.1561,0.0,19.0,1007.2,3.319036,5.3999996
20181012T1700,37.1761,0.0,19.0,1007.8,3.563818,6.12
20181012T1800,36.3861,0.0,20.0,1008.0,3.0547013,4.32
20181012T1900,35.876102,0.0,21.0,1008.4,3.0547013,3.96
20181012T2000,35.3361,0.0,21.0,1008.9,2.8116899,3.96
20181012T2100,34.7961,0.0,22.0,1009.4,2.8116899,3.6
20181012T2200,34.1561,0.0,23.0,1009.7,2.9024127,2.8799999
20181012T2300,33.4061,0.0,24.0,1009.6,3.219938,2.8799999
20181013T0000,32.4761,0.0,26.0,1009.7,3.8773184,2.52
20181013T0100,31.4461,0.0,28.0,1009.9,4.6800003,3.2399998
20181013T0200,30.3261,0.0,30.0,1009.7,5.634891,3.96
20181013T0300,29.206099,0.0,32.0,1009.6,6.28713,4.32
20181013T0400,28.1461,0.0,34.0,1009.8,7.24486,6.4799995
20181013T0500,27.0061,0.0,37.0,1010.5,7.9036193,7.92
20181013T0600,26.126099,0.0,39.0,1011.1,7.928177,8.64
20181013T0700,26.296099,0.0,41.0,1011.6,8.654987,6.8399997
20181013T0800,28.5361,0.0,41.0,1012.3,5.6233797,5.3999996
20181013T0900,31.476099,0.0,37.0,1012.7,8.28,7.5599995
20181013T1000,34.126102,0.0,32.0,1012.6,9.659814,9.0
20181013T1100,35.9961,0.0,27.0,1011.8,9.686609,9.36
20181013T1200,37.1861,0.0,24.0,1011.1,5.692099,7.92
20181013T1300,37.9961,0.0,19.0,1010.4,3.8268526,4.32
20181013T1400,38.236103,0.0,19.0,1009.5,4.39436,4.68
20181013T1500,38.196102,0.0,18.0,1008.6,4.198285,11.5199995
20181013T1600,37.9261,0.0,18.0,1008.4,4.2136917,11.5199995
20181013T1700,36.8461,0.0,19.0,1009.3,4.1046314,6.8399997
20181013T1800,36.076103,0.0,20.0,1009.4,2.8799999,5.04
20181013T1900,35.5661,0.0,21.0,1009.7,2.5959969,2.8799999
20181013T2000,34.9761,0.0,22.0,1010.1,3.2399998,2.16
20181013T2100,34.2461,0.0,23.0,1010.5,3.671294,1.4399999
20181013T2200,33.356102,0.0,25.0,1010.7,4.0249224,1.08
20181013T2300,32.3161,0.0,27.0,1010.6,4.6102495,2.8799999
